idx,split,target_type,attractors,condition,subject_word_sg,subject_word_pl,target_word_sg,target_word_pl,base_sentence_sg,base_sentence_pl,good_singular,bad_singular,good_plural,bad_plural,tok_len_sg,tok_len_pl
15205,test,noun,2,target_noun_att2_opp,snake,snakes,snake,snakes,The wolves outside the cables behind the ropes hold one,The wolves outside the cable behind the rope hold many,The wolves outside the cables behind the ropes hold one snake,The wolves outside the cables behind the ropes hold one snakes,The wolves outside the cable behind the rope hold many snakes,The wolves outside the cable behind the rope hold many snake,11,11
15206,test,noun,2,target_noun_att2_opp,mouse,mice,mouse,mice,The mice by the walls above the tables hold every,The mice by the wall above the table hold several,The mice by the walls above the tables hold every mouse,The mice by the walls above the tables hold every mice,The mice by the wall above the table hold several mice,The mice by the wall above the table hold several mouse,11,11
15207,test,noun,2,target_noun_att2_opp,snake,snakes,snake,snakes,The cows past the jars under the cars hold every,The cows past the jar under the car hold several,The cows past the jars under the cars hold every snake,The cows past the jars under the cars hold every snakes,The cows past the jar under the car hold several snakes,The cows past the jar under the car hold several snake,11,11
15208,test,noun,2,target_noun_att2_opp,pig,pigs,pig,pigs,The bulls outside the sheds behind the carts hold one,The bulls outside the shed behind the cart hold many,The bulls outside the sheds behind the carts hold one pig,The bulls outside the sheds behind the carts hold one pigs,The bulls outside the shed behind the cart hold many pigs,The bulls outside the shed behind the cart hold many pig,11,11
15209,test,noun,2,target_noun_att2_opp,cock,cocks,cock,cocks,The chicks above the rushes beneath the vines hold every,The chicks above the rush beneath the vine hold several,The chicks above the rushes beneath the vines hold every cock,The chicks above the rushes beneath the vines hold every cocks,The chicks above the rush beneath the vine hold several cocks,The chicks above the rush beneath the vine hold several cock,11,11
15210,test,noun,2,target_noun_att2_opp,cow,cows,cow,cows,The horses beneath the vines between the cliffs hold every,The horses beneath the vine between the cliff hold several,The horses beneath the vines between the cliffs hold every cow,The horses beneath the vines between the cliffs hold every cows,The horses beneath the vine between the cliff hold several cows,The horses beneath the vine between the cliff hold several cow,11,11
15211,test,noun,2,target_noun_att2_opp,cow,cows,cow,cows,The does beneath the vines between the cliffs hold every,The does beneath the vine between the cliff hold several,The does beneath the vines between the cliffs hold every cow,The does beneath the vines between the cliffs hold every cows,The does beneath the vine between the cliff hold several cows,The does beneath the vine between the cliff hold several cow,11,11
15212,test,noun,2,target_noun_att2_opp,duck,ducks,duck,ducks,The mice between the tanks atop the switches hold every,The mice between the tank atop the switch hold several,The mice between the tanks atop the switches hold every duck,The mice between the tanks atop the switches hold every ducks,The mice between the tank atop the switch hold several ducks,The mice between the tank atop the switch hold several duck,11,11
15213,test,noun,2,target_noun_att2_opp,wolf,wolves,wolf,wolves,The rabbits behind the ropes past the chains hold one,The rabbits behind the rope past the chain hold many,The rabbits behind the ropes past the chains hold one wolf,The rabbits behind the ropes past the chains hold one wolves,The rabbits behind the rope past the chain hold many wolves,The rabbits behind the rope past the chain hold many wolf,11,11
15214,test,noun,2,target_noun_att2_opp,cock,cocks,cock,cocks,The kittens under the hooks by the knobs hold one,The kittens under the hook by the knob hold many,The kittens under the hooks by the knobs hold one cock,The kittens under the hooks by the knobs hold one cocks,The kittens under the hook by the knob hold many cocks,The kittens under the hook by the knob hold many cock,11,11
15215,test,noun,2,target_noun_att2_opp,cow,cows,cow,cows,The horses past the thresholds under the drums hold one,The horses past the threshold under the drum hold many,The horses past the thresholds under the drums hold one cow,The horses past the thresholds under the drums hold one cows,The horses past the threshold under the drum hold many cows,The horses past the threshold under the drum hold many cow,11,11
15216,test,noun,2,target_noun_att2_opp,wolf,wolves,wolf,wolves,The cows atop the panels outside the boards hold every,The cows atop the panel outside the board hold several,The cows atop the panels outside the boards hold every wolf,The cows atop the panels outside the boards hold every wolves,The cows atop the panel outside the board hold several wolves,The cows atop the panel outside the board hold several wolf,11,11
15217,test,noun,2,target_noun_att2_opp,bull,bulls,bull,bulls,The rabbits behind the carts past the benches hold one,The rabbits behind the cart past the bench hold many,The rabbits behind the carts past the benches hold one bull,The rabbits behind the carts past the benches hold one bulls,The rabbits behind the cart past the bench hold many bulls,The rabbits behind the cart past the bench hold many bull,11,11
15218,test,noun,2,target_noun_att2_opp,pig,pigs,pig,pigs,The kittens outside the sheds behind the carts hold one,The kittens outside the shed behind the cart hold many,The kittens outside the sheds behind the carts hold one pig,The kittens outside the sheds behind the carts hold one pigs,The kittens outside the shed behind the cart hold many pigs,The kittens outside the shed behind the cart hold many pig,11,11
15219,test,noun,2,target_noun_att2_opp,snake,snakes,snake,snakes,The chicks above the towers beneath the cabins hold every,The chicks above the tower beneath the cabin hold several,The chicks above the towers beneath the cabins hold every snake,The chicks above the towers beneath the cabins hold every snakes,The chicks above the tower beneath the cabin hold several snakes,The chicks above the tower beneath the cabin hold several snake,11,11
15220,test,noun,2,target_noun_att2_opp,mouse,mice,mouse,mice,The kittens outside the boards behind the shelves hold one,The kittens outside the board behind the shelf hold many,The kittens outside the boards behind the shelves hold one mouse,The kittens outside the boards behind the shelves hold one mice,The kittens outside the board behind the shelf hold many mice,The kittens outside the board behind the shelf hold many mouse,11,11
15221,test,noun,2,target_noun_att2_opp,snake,snakes,snake,snakes,The horses above the towers beneath the cabins hold one,The horses above the tower beneath the cabin hold many,The horses above the towers beneath the cabins hold one snake,The horses above the towers beneath the cabins hold one snakes,The horses above the tower beneath the cabin hold many snakes,The horses above the tower beneath the cabin hold many snake,11,11
15222,test,noun,2,target_noun_att2_opp,duck,ducks,duck,ducks,The rabbits past the benches under the windows hold every,The rabbits past the bench under the window hold several,The rabbits past the benches under the windows hold every duck,The rabbits past the benches under the windows hold every ducks,The rabbits past the bench under the window hold several ducks,The rabbits past the bench under the window hold several duck,11,11
15223,test,noun,2,target_noun_att2_opp,snake,snakes,snake,snakes,The horses outside the cables behind the ropes hold every,The horses outside the cable behind the rope hold several,The horses outside the cables behind the ropes hold every snake,The horses outside the cables behind the ropes hold every snakes,The horses outside the cable behind the rope hold several snakes,The horses outside the cable behind the rope hold several snake,11,11
15224,test,noun,2,target_noun_att2_opp,mouse,mice,mouse,mice,The kittens between the tents atop the nests hold every,The kittens between the tent atop the nest hold several,The kittens between the tents atop the nests hold every mouse,The kittens between the tents atop the nests hold every mice,The kittens between the tent atop the nest hold several mice,The kittens between the tent atop the nest hold several mouse,11,11
15225,test,noun,2,target_noun_att2_opp,shark,sharks,shark,sharks,The pigs atop the nests outside the buckets hold one,The pigs atop the nest outside the bucket hold many,The pigs atop the nests outside the buckets hold one shark,The pigs atop the nests outside the buckets hold one sharks,The pigs atop the nest outside the bucket hold many sharks,The pigs atop the nest outside the bucket hold many shark,11,11
15226,test,noun,2,target_noun_att2_opp,kitten,kittens,kitten,kittens,The chicks by the belts above the rushes hold one,The chicks by the belt above the rush hold many,The chicks by the belts above the rushes hold one kitten,The chicks by the belts above the rushes hold one kittens,The chicks by the belt above the rush hold many kittens,The chicks by the belt above the rush hold many kitten,11,11
15227,test,noun,2,target_noun_att2_opp,pig,pigs,pig,pigs,The ducks between the cliffs atop the banks hold one,The ducks between the cliff atop the bank hold many,The ducks between the cliffs atop the banks hold one pig,The ducks between the cliffs atop the banks hold one pigs,The ducks between the cliff atop the bank hold many pigs,The ducks between the cliff atop the bank hold many pig,11,11
15228,test,noun,2,target_noun_att2_opp,bull,bulls,bull,bulls,The bees past the desks under the mirrors hold every,The bees past the desk under the mirror hold several,The bees past the desks under the mirrors hold every bull,The bees past the desks under the mirrors hold every bulls,The bees past the desk under the mirror hold several bulls,The bees past the desk under the mirror hold several bull,11,11
15229,test,noun,2,target_noun_att2_opp,shark,sharks,shark,sharks,The rabbits behind the shelves past the racks hold one,The rabbits behind the shelf past the rack hold many,The rabbits behind the shelves past the racks hold one shark,The rabbits behind the shelves past the racks hold one sharks,The rabbits behind the shelf past the rack hold many sharks,The rabbits behind the shelf past the rack hold many shark,11,11
15230,test,noun,2,target_noun_att2_opp,snake,snakes,snake,snakes,The rats between the braces atop the panels hold every,The rats between the brace atop the panel hold several,The rats between the braces atop the panels hold every snake,The rats between the braces atop the panels hold every snakes,The rats between the brace atop the panel hold several snakes,The rats between the brace atop the panel hold several snake,11,11
15231,test,noun,2,target_noun_att2_opp,kitten,kittens,kitten,kittens,The rats between the sheds atop the carts hold every,The rats between the shed atop the cart hold several,The rats between the sheds atop the carts hold every kitten,The rats between the sheds atop the carts hold every kittens,The rats between the shed atop the cart hold several kittens,The rats between the shed atop the cart hold several kitten,11,11
15232,test,noun,2,target_noun_att2_opp,wolf,wolves,wolf,wolves,The mice beneath the cabins between the tents hold one,The mice beneath the cabin between the tent hold many,The mice beneath the cabins between the tents hold one wolf,The mice beneath the cabins between the tents hold one wolves,The mice beneath the cabin between the tent hold many wolves,The mice beneath the cabin between the tent hold many wolf,11,11
15233,test,noun,2,target_noun_att2_opp,kitten,kittens,kitten,kittens,The bees by the belts above the rushes hold one,The bees by the belt above the rush hold many,The bees by the belts above the rushes hold one kitten,The bees by the belts above the rushes hold one kittens,The bees by the belt above the rush hold many kittens,The bees by the belt above the rush hold many kitten,11,11
15234,test,noun,2,target_noun_att2_opp,snake,snakes,snake,snakes,The horses under the tables by the ponds hold every,The horses under the table by the pond hold several,The horses under the tables by the ponds hold every snake,The horses under the tables by the ponds hold every snakes,The horses under the table by the pond hold several snakes,The horses under the table by the pond hold several snake,11,11
15235,test,noun,2,target_noun_att2_opp,mouse,mice,mouse,mice,The horses above the fences beneath the rocks hold one,The horses above the fence beneath the rock hold many,The horses above the fences beneath the rocks hold one mouse,The horses above the fences beneath the rocks hold one mice,The horses above the fence beneath the rock hold many mice,The horses above the fence beneath the rock hold many mouse,11,11
15236,test,noun,2,target_noun_att2_opp,wolf,wolves,wolf,wolves,The pigs beneath the cabins between the tents hold every,The pigs beneath the cabin between the tent hold several,The pigs beneath the cabins between the tents hold every wolf,The pigs beneath the cabins between the tents hold every wolves,The pigs beneath the cabin between the tent hold several wolves,The pigs beneath the cabin between the tent hold several wolf,11,11
15237,test,noun,2,target_noun_att2_opp,snake,snakes,snake,snakes,The bees above the towers beneath the cabins hold every,The bees above the tower beneath the cabin hold several,The bees above the towers beneath the cabins hold every snake,The bees above the towers beneath the cabins hold every snakes,The bees above the tower beneath the cabin hold several snakes,The bees above the tower beneath the cabin hold several snake,11,11
15238,test,noun,2,target_noun_att2_opp,shark,sharks,shark,sharks,The cocks atop the nests outside the buckets hold every,The cocks atop the nest outside the bucket hold several,The cocks atop the nests outside the buckets hold every shark,The cocks atop the nests outside the buckets hold every sharks,The cocks atop the nest outside the bucket hold several sharks,The cocks atop the nest outside the bucket hold several shark,11,11
15239,test,noun,2,target_noun_att2_opp,wolf,wolves,wolf,wolves,The chicks behind the ropes past the chains hold one,The chicks behind the rope past the chain hold many,The chicks behind the ropes past the chains hold one wolf,The chicks behind the ropes past the chains hold one wolves,The chicks behind the rope past the chain hold many wolves,The chicks behind the rope past the chain hold many wolf,11,11
15240,test,noun,2,target_noun_att2_opp,cock,cocks,cock,cocks,The kittens behind the milestones past the thresholds hold every,The kittens behind the milestone past the threshold hold several,The kittens behind the milestones past the thresholds hold every cock,The kittens behind the milestones past the thresholds hold every cocks,The kittens behind the milestone past the threshold hold several cocks,The kittens behind the milestone past the threshold hold several cock,11,11
15241,test,noun,2,target_noun_att2_opp,wolf,wolves,wolf,wolves,The sharks atop the panels outside the boards hold one,The sharks atop the panel outside the board hold many,The sharks atop the panels outside the boards hold one wolf,The sharks atop the panels outside the boards hold one wolves,The sharks atop the panel outside the board hold many wolves,The sharks atop the panel outside the board hold many wolf,11,11
15242,test,noun,2,target_noun_att2_opp,pig,pigs,pig,pigs,The kittens between the cliffs atop the banks hold every,The kittens between the cliff atop the bank hold several,The kittens between the cliffs atop the banks hold every pig,The kittens between the cliffs atop the banks hold every pigs,The kittens between the cliff atop the bank hold several pigs,The kittens between the cliff atop the bank hold several pig,11,11
15243,test,noun,2,target_noun_att2_opp,duck,ducks,duck,ducks,The pigs outside the trenches behind the pots hold every,The pigs outside the trench behind the pot hold several,The pigs outside the trenches behind the pots hold every duck,The pigs outside the trenches behind the pots hold every ducks,The pigs outside the trench behind the pot hold several ducks,The pigs outside the trench behind the pot hold several duck,11,11
15244,test,noun,2,target_noun_att2_opp,pig,pigs,pig,pigs,The chicks above the nails beneath the screws hold every,The chicks above the nail beneath the screw hold several,The chicks above the nails beneath the screws hold every pig,The chicks above the nails beneath the screws hold every pigs,The chicks above the nail beneath the screw hold several pigs,The chicks above the nail beneath the screw hold several pig,11,11
15245,test,noun,2,target_noun_att2_opp,rabbit,rabbits,rabbit,rabbits,The kittens under the windows by the desks hold one,The kittens under the window by the desk hold many,The kittens under the windows by the desks hold one rabbit,The kittens under the windows by the desks hold one rabbits,The kittens under the window by the desk hold many rabbits,The kittens under the window by the desk hold many rabbit,11,11
15246,test,noun,2,target_noun_att2_opp,rabbit,rabbits,rabbit,rabbits,The rats behind the pots past the jars hold every,The rats behind the pot past the jar hold several,The rats behind the pots past the jars hold every rabbit,The rats behind the pots past the jars hold every rabbits,The rats behind the pot past the jar hold several rabbits,The rats behind the pot past the jar hold several rabbit,11,11
15247,test,noun,2,target_noun_att2_opp,shark,sharks,shark,sharks,The cows atop the nests outside the buckets hold every,The cows atop the nest outside the bucket hold several,The cows atop the nests outside the buckets hold every shark,The cows atop the nests outside the buckets hold every sharks,The cows atop the nest outside the bucket hold several sharks,The cows atop the nest outside the bucket hold several shark,11,11
15248,test,noun,2,target_noun_att2_opp,rabbit,rabbits,rabbit,rabbits,The bulls beneath the beams between the braces hold one,The bulls beneath the beam between the brace hold many,The bulls beneath the beams between the braces hold one rabbit,The bulls beneath the beams between the braces hold one rabbits,The bulls beneath the beam between the brace hold many rabbits,The bulls beneath the beam between the brace hold many rabbit,11,11
15249,test,noun,2,target_noun_att2_opp,cow,cows,cow,cows,The kittens by the knobs above the nails hold every,The kittens by the knob above the nail hold several,The kittens by the knobs above the nails hold every cow,The kittens by the knobs above the nails hold every cows,The kittens by the knob above the nail hold several cows,The kittens by the knob above the nail hold several cow,11,11
15250,test,noun,2,target_noun_att2_opp,cock,cocks,cock,cocks,The bulls behind the milestones past the thresholds hold every,The bulls behind the milestone past the threshold hold several,The bulls behind the milestones past the thresholds hold every cock,The bulls behind the milestones past the thresholds hold every cocks,The bulls behind the milestone past the threshold hold several cocks,The bulls behind the milestone past the threshold hold several cock,11,11
15251,test,noun,2,target_noun_att2_opp,pig,pigs,pig,pigs,The bees above the nails beneath the screws hold every,The bees above the nail beneath the screw hold several,The bees above the nails beneath the screws hold every pig,The bees above the nails beneath the screws hold every pigs,The bees above the nail beneath the screw hold several pigs,The bees above the nail beneath the screw hold several pig,11,11
15252,test,noun,2,target_noun_att2_opp,rabbit,rabbits,rabbit,rabbits,The mice by the logs above the towers hold every,The mice by the log above the tower hold several,The mice by the logs above the towers hold every rabbit,The mice by the logs above the towers hold every rabbits,The mice by the log above the tower hold several rabbits,The mice by the log above the tower hold several rabbit,11,11
15253,test,noun,2,target_noun_att2_opp,cock,cocks,cock,cocks,The cows above the rushes beneath the vines hold every,The cows above the rush beneath the vine hold several,The cows above the rushes beneath the vines hold every cock,The cows above the rushes beneath the vines hold every cocks,The cows above the rush beneath the vine hold several cocks,The cows above the rush beneath the vine hold several cock,11,11
15254,test,noun,2,target_noun_att2_opp,rabbit,rabbits,rabbit,rabbits,The sharks atop the switches outside the cables hold one,The sharks atop the switch outside the cable hold many,The sharks atop the switches outside the cables hold one rabbit,The sharks atop the switches outside the cables hold one rabbits,The sharks atop the switch outside the cable hold many rabbits,The sharks atop the switch outside the cable hold many rabbit,11,11
15255,test,noun,2,target_noun_att2_opp,rabbit,rabbits,rabbit,rabbits,The mice behind the pots past the jars hold every,The mice behind the pot past the jar hold several,The mice behind the pots past the jars hold every rabbit,The mice behind the pots past the jars hold every rabbits,The mice behind the pot past the jar hold several rabbits,The mice behind the pot past the jar hold several rabbit,11,11
15256,test,noun,2,target_noun_att2_opp,pig,pigs,pig,pigs,The wolves under the drums by the sacks hold one,The wolves under the drum by the sack hold many,The wolves under the drums by the sacks hold one pig,The wolves under the drums by the sacks hold one pigs,The wolves under the drum by the sack hold many pigs,The wolves under the drum by the sack hold many pig,11,11
15257,test,noun,2,target_noun_att2_opp,mouse,mice,mouse,mice,The bulls between the tents atop the nests hold every,The bulls between the tent atop the nest hold several,The bulls between the tents atop the nests hold every mouse,The bulls between the tents atop the nests hold every mice,The bulls between the tent atop the nest hold several mice,The bulls between the tent atop the nest hold several mouse,11,11
15258,test,noun,2,target_noun_att2_opp,mouse,mice,mouse,mice,The ducks past the chains under the cords hold every,The ducks past the chain under the cord hold several,The ducks past the chains under the cords hold every mouse,The ducks past the chains under the cords hold every mice,The ducks past the chain under the cord hold several mice,The ducks past the chain under the cord hold several mouse,11,11
15259,test,noun,2,target_noun_att2_opp,shark,sharks,shark,sharks,The rats behind the shelves past the racks hold every,The rats behind the shelf past the rack hold several,The rats behind the shelves past the racks hold every shark,The rats behind the shelves past the racks hold every sharks,The rats behind the shelf past the rack hold several sharks,The rats behind the shelf past the rack hold several shark,11,11
15260,test,noun,2,target_noun_att2_opp,bull,bulls,bull,bulls,The bulls by the sacks above the bins hold every,The bulls by the sack above the bin hold several,The bulls by the sacks above the bins hold every bull,The bulls by the sacks above the bins hold every bulls,The bulls by the sack above the bin hold several bulls,The bulls by the sack above the bin hold several bull,11,11
15261,test,noun,2,target_noun_att2_opp,wolf,wolves,wolf,wolves,The cocks behind the ropes past the chains hold one,The cocks behind the rope past the chain hold many,The cocks behind the ropes past the chains hold one wolf,The cocks behind the ropes past the chains hold one wolves,The cocks behind the rope past the chain hold many wolves,The cocks behind the rope past the chain hold many wolf,11,11
15262,test,noun,2,target_noun_att2_opp,cow,cows,cow,cows,The rats beneath the vines between the cliffs hold one,The rats beneath the vine between the cliff hold many,The rats beneath the vines between the cliffs hold one cow,The rats beneath the vines between the cliffs hold one cows,The rats beneath the vine between the cliff hold many cows,The rats beneath the vine between the cliff hold many cow,11,11
15263,test,noun,2,target_noun_att2_opp,kitten,kittens,kitten,kittens,The cocks by the belts above the rushes hold one,The cocks by the belt above the rush hold many,The cocks by the belts above the rushes hold one kitten,The cocks by the belts above the rushes hold one kittens,The cocks by the belt above the rush hold many kittens,The cocks by the belt above the rush hold many kitten,11,11
15264,test,noun,2,target_noun_att2_opp,wolf,wolves,wolf,wolves,The horses beneath the cabins between the tents hold every,The horses beneath the cabin between the tent hold several,The horses beneath the cabins between the tents hold every wolf,The horses beneath the cabins between the tents hold every wolves,The horses beneath the cabin between the tent hold several wolves,The horses beneath the cabin between the tent hold several wolf,11,11
15265,test,noun,2,target_noun_att2_opp,wolf,wolves,wolf,wolves,The bees atop the panels outside the boards hold every,The bees atop the panel outside the board hold several,The bees atop the panels outside the boards hold every wolf,The bees atop the panels outside the boards hold every wolves,The bees atop the panel outside the board hold several wolves,The bees atop the panel outside the board hold several wolf,11,11
15266,test,noun,2,target_noun_att2_opp,pig,pigs,pig,pigs,The does above the nails beneath the screws hold one,The does above the nail beneath the screw hold many,The does above the nails beneath the screws hold one pig,The does above the nails beneath the screws hold one pigs,The does above the nail beneath the screw hold many pigs,The does above the nail beneath the screw hold many pig,11,11
15267,test,noun,2,target_noun_att2_opp,duck,ducks,duck,ducks,The sharks above the bins beneath the beams hold one,The sharks above the bin beneath the beam hold many,The sharks above the bins beneath the beams hold one duck,The sharks above the bins beneath the beams hold one ducks,The sharks above the bin beneath the beam hold many ducks,The sharks above the bin beneath the beam hold many duck,11,11
15268,test,noun,2,target_noun_att2_opp,duck,ducks,duck,ducks,The wolves outside the trenches behind the pots hold one,The wolves outside the trench behind the pot hold many,The wolves outside the trenches behind the pots hold one duck,The wolves outside the trenches behind the pots hold one ducks,The wolves outside the trench behind the pot hold many ducks,The wolves outside the trench behind the pot hold many duck,11,11
15269,test,noun,2,target_noun_att2_opp,kitten,kittens,kitten,kittens,The wolves outside the buckets behind the milestones hold one,The wolves outside the bucket behind the milestone hold many,The wolves outside the buckets behind the milestones hold one kitten,The wolves outside the buckets behind the milestones hold one kittens,The wolves outside the bucket behind the milestone hold many kittens,The wolves outside the bucket behind the milestone hold many kitten,11,11
15270,test,noun,2,target_noun_att2_opp,pig,pigs,pig,pigs,The wolves between the cliffs atop the banks hold every,The wolves between the cliff atop the bank hold several,The wolves between the cliffs atop the banks hold every pig,The wolves between the cliffs atop the banks hold every pigs,The wolves between the cliff atop the bank hold several pigs,The wolves between the cliff atop the bank hold several pig,11,11
15271,test,noun,2,target_noun_att2_opp,pig,pigs,pig,pigs,The chicks between the cliffs atop the banks hold one,The chicks between the cliff atop the bank hold many,The chicks between the cliffs atop the banks hold one pig,The chicks between the cliffs atop the banks hold one pigs,The chicks between the cliff atop the bank hold many pigs,The chicks between the cliff atop the bank hold many pig,11,11
15272,test,noun,2,target_noun_att2_opp,duck,ducks,duck,ducks,The mice under the mirrors by the logs hold one,The mice under the mirror by the log hold many,The mice under the mirrors by the logs hold one duck,The mice under the mirrors by the logs hold one ducks,The mice under the mirror by the log hold many ducks,The mice under the mirror by the log hold many duck,11,11
15273,test,noun,2,target_noun_att2_opp,cow,cows,cow,cows,The chicks past the thresholds under the drums hold every,The chicks past the threshold under the drum hold several,The chicks past the thresholds under the drums hold every cow,The chicks past the thresholds under the drums hold every cows,The chicks past the threshold under the drum hold several cows,The chicks past the threshold under the drum hold several cow,11,11
15274,test,noun,2,target_noun_att2_opp,cow,cows,cow,cows,The ants outside the benches behind the windows hold every,The ants outside the bench behind the window hold several,The ants outside the benches behind the windows hold every cow,The ants outside the benches behind the windows hold every cows,The ants outside the bench behind the window hold several cows,The ants outside the bench behind the window hold several cow,11,11
15275,test,noun,2,target_noun_att2_opp,snake,snakes,snake,snakes,The ducks above the towers beneath the cabins hold every,The ducks above the tower beneath the cabin hold several,The ducks above the towers beneath the cabins hold every snake,The ducks above the towers beneath the cabins hold every snakes,The ducks above the tower beneath the cabin hold several snakes,The ducks above the tower beneath the cabin hold several snake,11,11
15276,test,noun,2,target_noun_att2_opp,bull,bulls,bull,bulls,The bulls behind the carts past the benches hold every,The bulls behind the cart past the bench hold several,The bulls behind the carts past the benches hold every bull,The bulls behind the carts past the benches hold every bulls,The bulls behind the cart past the bench hold several bulls,The bulls behind the cart past the bench hold several bull,11,11
15277,test,noun,2,target_noun_att2_opp,kitten,kittens,kitten,kittens,The bees past the racks under the hooks hold every,The bees past the rack under the hook hold several,The bees past the racks under the hooks hold every kitten,The bees past the racks under the hooks hold every kittens,The bees past the rack under the hook hold several kittens,The bees past the rack under the hook hold several kitten,11,11
15278,test,noun,2,target_noun_att2_opp,snake,snakes,snake,snakes,The mice between the braces atop the panels hold every,The mice between the brace atop the panel hold several,The mice between the braces atop the panels hold every snake,The mice between the braces atop the panels hold every snakes,The mice between the brace atop the panel hold several snakes,The mice between the brace atop the panel hold several snake,11,11
15279,test,noun,2,target_noun_att2_opp,duck,ducks,duck,ducks,The does outside the trenches behind the pots hold every,The does outside the trench behind the pot hold several,The does outside the trenches behind the pots hold every duck,The does outside the trenches behind the pots hold every ducks,The does outside the trench behind the pot hold several ducks,The does outside the trench behind the pot hold several duck,11,11
15280,test,noun,2,target_noun_att2_opp,snake,snakes,snake,snakes,The bees between the braces atop the panels hold one,The bees between the brace atop the panel hold many,The bees between the braces atop the panels hold one snake,The bees between the braces atop the panels hold one snakes,The bees between the brace atop the panel hold many snakes,The bees between the brace atop the panel hold many snake,11,11
15281,test,noun,2,target_noun_att2_opp,bull,bulls,bull,bulls,The cows atop the banks outside the trenches hold every,The cows atop the bank outside the trench hold several,The cows atop the banks outside the trenches hold every bull,The cows atop the banks outside the trenches hold every bulls,The cows atop the bank outside the trench hold several bulls,The cows atop the bank outside the trench hold several bull,11,11
15282,test,noun,2,target_noun_att2_opp,mouse,mice,mouse,mice,The horses outside the boards behind the shelves hold every,The horses outside the board behind the shelf hold several,The horses outside the boards behind the shelves hold every mouse,The horses outside the boards behind the shelves hold every mice,The horses outside the board behind the shelf hold several mice,The horses outside the board behind the shelf hold several mouse,11,11
15283,test,noun,2,target_noun_att2_opp,shark,sharks,shark,sharks,The rats under the cords by the belts hold one,The rats under the cord by the belt hold many,The rats under the cords by the belts hold one shark,The rats under the cords by the belts hold one sharks,The rats under the cord by the belt hold many sharks,The rats under the cord by the belt hold many shark,11,11
15284,test,noun,3,target_noun_att3_opp,duck,ducks,duck,ducks,The ducks above the bins beneath the beams between the braces hold every,The ducks above the bin beneath the beam between the brace hold several,The ducks above the bins beneath the beams between the braces hold every duck,The ducks above the bins beneath the beams between the braces hold every ducks,The ducks above the bin beneath the beam between the brace hold several ducks,The ducks above the bin beneath the beam between the brace hold several duck,14,14
15285,test,noun,3,target_noun_att3_opp,bull,bulls,bull,bulls,The pigs past the desks under the mirrors by the logs hold one,The pigs past the desk under the mirror by the log hold many,The pigs past the desks under the mirrors by the logs hold one bull,The pigs past the desks under the mirrors by the logs hold one bulls,The pigs past the desk under the mirror by the log hold many bulls,The pigs past the desk under the mirror by the log hold many bull,14,14
15286,test,noun,3,target_noun_att3_opp,snake,snakes,snake,snakes,The pigs outside the cables behind the ropes past the chains hold every,The pigs outside the cable behind the rope past the chain hold several,The pigs outside the cables behind the ropes past the chains hold every snake,The pigs outside the cables behind the ropes past the chains hold every snakes,The pigs outside the cable behind the rope past the chain hold several snakes,The pigs outside the cable behind the rope past the chain hold several snake,14,14
15287,test,noun,3,target_noun_att3_opp,pig,pigs,pig,pigs,The mice between the cliffs atop the banks outside the trenches hold every,The mice between the cliff atop the bank outside the trench hold several,The mice between the cliffs atop the banks outside the trenches hold every pig,The mice between the cliffs atop the banks outside the trenches hold every pigs,The mice between the cliff atop the bank outside the trench hold several pigs,The mice between the cliff atop the bank outside the trench hold several pig,14,14
15288,test,noun,3,target_noun_att3_opp,snake,snakes,snake,snakes,The rats outside the cables behind the ropes past the chains hold one,The rats outside the cable behind the rope past the chain hold many,The rats outside the cables behind the ropes past the chains hold one snake,The rats outside the cables behind the ropes past the chains hold one snakes,The rats outside the cable behind the rope past the chain hold many snakes,The rats outside the cable behind the rope past the chain hold many snake,14,14
15289,test,noun,3,target_noun_att3_opp,mouse,mice,mouse,mice,The pigs past the chains under the cords by the belts hold one,The pigs past the chain under the cord by the belt hold many,The pigs past the chains under the cords by the belts hold one mouse,The pigs past the chains under the cords by the belts hold one mice,The pigs past the chain under the cord by the belt hold many mice,The pigs past the chain under the cord by the belt hold many mouse,14,14
15290,test,noun,3,target_noun_att3_opp,mouse,mice,mouse,mice,The sharks outside the boards behind the shelves past the racks hold every,The sharks outside the board behind the shelf past the rack hold several,The sharks outside the boards behind the shelves past the racks hold every mouse,The sharks outside the boards behind the shelves past the racks hold every mice,The sharks outside the board behind the shelf past the rack hold several mice,The sharks outside the board behind the shelf past the rack hold several mouse,14,14
15291,test,noun,3,target_noun_att3_opp,shark,sharks,shark,sharks,The kittens behind the shelves past the racks under the hooks hold every,The kittens behind the shelf past the rack under the hook hold several,The kittens behind the shelves past the racks under the hooks hold every shark,The kittens behind the shelves past the racks under the hooks hold every sharks,The kittens behind the shelf past the rack under the hook hold several sharks,The kittens behind the shelf past the rack under the hook hold several shark,14,14
15292,test,noun,3,target_noun_att3_opp,mouse,mice,mouse,mice,The cows past the chains under the cords by the belts hold every,The cows past the chain under the cord by the belt hold several,The cows past the chains under the cords by the belts hold every mouse,The cows past the chains under the cords by the belts hold every mice,The cows past the chain under the cord by the belt hold several mice,The cows past the chain under the cord by the belt hold several mouse,14,14
