idx,target_type,attractors,target_num,condition,subject_word,target_word,base_sentence,good,bad,tok_len
8418,noun,2,pl,target_noun_num_pl_att2_sg,frogs,frogs,The bulls by the urn above the birdbath hold several,The bulls by the urn above the birdbath hold several frogs,The bulls by the urn above the birdbath hold several frog,13
8419,noun,2,sg,target_noun_num_sg_att2_pl,turtle,turtle,The termites alongside the milestones near the culverts hold one,The termites alongside the milestones near the culverts hold one turtle,The termites alongside the milestones near the culverts hold one turtles,13
8420,noun,2,pl,target_noun_num_pl_att2_sg,frogs,frogs,The herons beside the rooftop past the awning hold many,The herons beside the rooftop past the awning hold many frogs,The herons beside the rooftop past the awning hold many frog,13
8421,noun,2,sg,target_noun_num_sg_att2_pl,bear,bear,The plovers outside the crates opposite the baskets hold every,The plovers outside the crates opposite the baskets hold every bear,The plovers outside the crates opposite the baskets hold every bears,13
8422,noun,2,pl,target_noun_num_pl_att2_sg,goats,goats,The ibexs beside the rock past the lamp hold many,The ibexs beside the rock past the lamp hold many goats,The ibexs beside the rock past the lamp hold many goat,13
8423,noun,2,pl,target_noun_num_pl_att2_sg,turtles,turtles,The mussels alongside the milestone near the culvert hold many,The mussels alongside the milestone near the culvert hold many turtles,The mussels alongside the milestone near the culvert hold many turtle,13
8424,noun,2,sg,target_noun_num_sg_att2_pl,lion,lion,The mongooses behind the fences beside the rocks hold a single,The mongooses behind the fences beside the rocks hold a single lion,The mongooses behind the fences beside the rocks hold a single lions,13
8425,noun,2,sg,target_noun_num_sg_att2_pl,frog,frog,The elks by the fences above the rocks hold a single,The elks by the fences above the rocks hold a single frog,The elks by the fences above the rocks hold a single frogs,13
8426,noun,2,pl,target_noun_num_pl_att2_sg,goats,goats,The antelopes beneath the chair around the shed hold many,The antelopes beneath the chair around the shed hold many goats,The antelopes beneath the chair around the shed hold many goat,13
8427,noun,2,pl,target_noun_num_pl_att2_sg,bears,bears,The koalas above the balcony below the staircase hold many,The koalas above the balcony below the staircase hold many bears,The koalas above the balcony below the staircase hold many bear,13
8428,noun,2,sg,target_noun_num_sg_att2_pl,rabbit,rabbit,The peacocks opposite the posts alongside the windows hold every,The peacocks opposite the posts alongside the windows hold every rabbit,The peacocks opposite the posts alongside the windows hold every rabbits,13
8429,noun,2,pl,target_noun_num_pl_att2_sg,goats,goats,The vultures beside the rock past the lamp hold several,The vultures beside the rock past the lamp hold several goats,The vultures beside the rock past the lamp hold several goat,13
8430,noun,2,pl,target_noun_num_pl_att2_sg,bears,bears,The sandpipers past the lamp under the chair hold many,The sandpipers past the lamp under the chair hold many bears,The sandpipers past the lamp under the chair hold many bear,13
8431,noun,2,sg,target_noun_num_sg_att2_pl,lion,lion,The kestrels below the trees beneath the cars hold one,The kestrels below the trees beneath the cars hold one lion,The kestrels below the trees beneath the cars hold one lions,13
8432,noun,2,pl,target_noun_num_pl_att2_sg,bears,bears,The jackals above the log below the boulder hold many,The jackals above the log below the boulder hold many bears,The jackals above the log below the boulder hold many bear,13
8433,noun,2,sg,target_noun_num_sg_att2_pl,duck,duck,The tahrs above the barns below the carts hold every,The tahrs above the barns below the carts hold every duck,The tahrs above the barns below the carts hold every ducks,13
8434,noun,2,sg,target_noun_num_sg_att2_pl,rabbit,rabbit,The tahrs between the stools atop the mirrors hold a single,The tahrs between the stools atop the mirrors hold a single rabbit,The tahrs between the stools atop the mirrors hold a single rabbits,13
8435,noun,2,pl,target_noun_num_pl_att2_sg,bears,bears,The swans near the burrow behind the lantern hold two,The swans near the burrow behind the lantern hold two bears,The swans near the burrow behind the lantern hold two bear,13
8436,noun,2,pl,target_noun_num_pl_att2_sg,spiders,spiders,The potoroos between the cottage atop the garage hold several,The potoroos between the cottage atop the garage hold several spiders,The potoroos between the cottage atop the garage hold several spider,13
8437,noun,2,pl,target_noun_num_pl_att2_sg,spiders,spiders,The wallabys behind the stump beside the log hold several,The wallabys behind the stump beside the log hold several spiders,The wallabys behind the stump beside the log hold several spider,13
8438,noun,2,sg,target_noun_num_sg_att2_pl,duck,duck,The crows above the vases below the plants hold one,The crows above the vases below the plants hold one duck,The crows above the vases below the plants hold one ducks,13
8439,noun,2,pl,target_noun_num_pl_att2_sg,ducks,ducks,The dragonflys past the sign under the mailbox hold several,The dragonflys past the sign under the mailbox hold several ducks,The dragonflys past the sign under the mailbox hold several duck,13
8440,noun,2,pl,target_noun_num_pl_att2_sg,goats,goats,The thrushs beneath the car around the box hold many,The thrushs beneath the car around the box hold many goats,The thrushs beneath the car around the box hold many goat,13
8441,noun,2,pl,target_noun_num_pl_att2_sg,turtles,turtles,The buffalos atop the cart outside the bench hold several,The buffalos atop the cart outside the bench hold several turtles,The buffalos atop the cart outside the bench hold several turtle,13
8442,noun,2,pl,target_noun_num_pl_att2_sg,ducks,ducks,The peacocks around the column between the arch hold many,The peacocks around the column between the arch hold many ducks,The peacocks around the column between the arch hold many duck,13
8443,noun,2,sg,target_noun_num_sg_att2_pl,duck,duck,The termites past the signs under the mailboxes hold every,The termites past the signs under the mailboxes hold every duck,The termites past the signs under the mailboxes hold every ducks,13
8444,noun,2,sg,target_noun_num_sg_att2_pl,goat,goat,The jays alongside the plants near the bushes hold a single,The jays alongside the plants near the bushes hold a single goat,The jays alongside the plants near the bushes hold a single goats,13
8445,noun,2,pl,target_noun_num_pl_att2_sg,lions,lions,The antelopes opposite the box alongside the wall hold two,The antelopes opposite the box alongside the wall hold two lions,The antelopes opposite the box alongside the wall hold two lion,13
8446,noun,2,pl,target_noun_num_pl_att2_sg,lions,lions,The martens between the turnstile atop the railing hold several,The martens between the turnstile atop the railing hold several lions,The martens between the turnstile atop the railing hold several lion,13
8447,noun,2,pl,target_noun_num_pl_att2_sg,lions,lions,The millipedes under the bush by the stump hold several,The millipedes under the bush by the stump hold several lions,The millipedes under the bush by the stump hold several lion,13
8448,noun,2,sg,target_noun_num_sg_att2_pl,spider,spider,The squids opposite the signposts alongside the milestones hold one,The squids opposite the signposts alongside the milestones hold one spider,The squids opposite the signposts alongside the milestones hold one spiders,13
8449,noun,2,pl,target_noun_num_pl_att2_sg,frogs,frogs,The warblers by the threshold above the alcove hold several,The warblers by the threshold above the alcove hold several frogs,The warblers by the threshold above the alcove hold several frog,13
8450,noun,2,sg,target_noun_num_sg_att2_pl,lion,lion,The bisons behind the crates beside the baskets hold a single,The bisons behind the crates beside the baskets hold a single lion,The bisons behind the crates beside the baskets hold a single lions,13
8451,noun,2,pl,target_noun_num_pl_att2_sg,goats,goats,The meerkats atop the cabinet outside the desk hold several,The meerkats atop the cabinet outside the desk hold several goats,The meerkats atop the cabinet outside the desk hold several goat,13
8452,noun,2,pl,target_noun_num_pl_att2_sg,ducks,ducks,The peacocks above the pillar below the statue hold many,The peacocks above the pillar below the statue hold many ducks,The peacocks above the pillar below the statue hold many duck,13
8453,noun,2,pl,target_noun_num_pl_att2_sg,rabbits,rabbits,The sandpipers opposite the pond alongside the bridge hold several,The sandpipers opposite the pond alongside the bridge hold several rabbits,The sandpipers opposite the pond alongside the bridge hold several rabbit,13
8454,noun,2,sg,target_noun_num_sg_att2_pl,frog,frog,The seals alongside the stoves near the cabinets hold a single,The seals alongside the stoves near the cabinets hold a single frog,The seals alongside the stoves near the cabinets hold a single frogs,13
8455,noun,2,sg,target_noun_num_sg_att2_pl,lion,lion,The horses between the logs atop the boulders hold one,The horses between the logs atop the boulders hold one lion,The horses between the logs atop the boulders hold one lions,13
8456,noun,2,sg,target_noun_num_sg_att2_pl,lion,lion,The meerkats behind the crates beside the baskets hold one,The meerkats behind the crates beside the baskets hold one lion,The meerkats behind the crates beside the baskets hold one lions,13
8457,noun,2,pl,target_noun_num_pl_att2_sg,lions,lions,The meerkats below the lamp beneath the chair hold many,The meerkats below the lamp beneath the chair hold many lions,The meerkats below the lamp beneath the chair hold many lion,13
8458,noun,2,sg,target_noun_num_sg_att2_pl,snake,snake,The lynxs near the doors behind the crates hold a single,The lynxs near the doors behind the crates hold a single snake,The lynxs near the doors behind the crates hold a single snakes,13
8459,noun,2,pl,target_noun_num_pl_att2_sg,frogs,frogs,The cods beneath the toolshed around the greenhouse hold many,The cods beneath the toolshed around the greenhouse hold many frogs,The cods beneath the toolshed around the greenhouse hold many frog,13
8460,noun,2,pl,target_noun_num_pl_att2_sg,lions,lions,The caterpillars opposite the tent alongside the cottage hold many,The caterpillars opposite the tent alongside the cottage hold many lions,The caterpillars opposite the tent alongside the cottage hold many lion,13
8461,noun,2,sg,target_noun_num_sg_att2_pl,frog,frog,The buzzards alongside the bridges near the gates hold a single,The buzzards alongside the bridges near the gates hold a single frog,The buzzards alongside the bridges near the gates hold a single frogs,13
8462,noun,2,pl,target_noun_num_pl_att2_sg,frogs,frogs,The bettongs beside the pillar past the statue hold many,The bettongs beside the pillar past the statue hold many frogs,The bettongs beside the pillar past the statue hold many frog,13
8463,noun,2,sg,target_noun_num_sg_att2_pl,rabbit,rabbit,The jackdaws opposite the ponds alongside the bridges hold one,The jackdaws opposite the ponds alongside the bridges hold one rabbit,The jackdaws opposite the ponds alongside the bridges hold one rabbits,13
8464,noun,2,sg,target_noun_num_sg_att2_pl,snake,snake,The eagles outside the cabins opposite the tents hold a single,The eagles outside the cabins opposite the tents hold a single snake,The eagles outside the cabins opposite the tents hold a single snakes,13
8465,noun,2,pl,target_noun_num_pl_att2_sg,turtles,turtles,The walruss beside the balcony past the staircase hold many,The walruss beside the balcony past the staircase hold many turtles,The walruss beside the balcony past the staircase hold many turtle,13
8466,noun,2,pl,target_noun_num_pl_att2_sg,frogs,frogs,The iguanas by the trough above the crib hold many,The iguanas by the trough above the crib hold many frogs,The iguanas by the trough above the crib hold many frog,13
8467,noun,2,sg,target_noun_num_sg_att2_pl,snake,snake,The voles outside the cars opposite the boxes hold a single,The voles outside the cars opposite the boxes hold a single snake,The voles outside the cars opposite the boxes hold a single snakes,13
8468,noun,2,sg,target_noun_num_sg_att2_pl,rabbit,rabbit,The ponys between the alcoves atop the trees hold every,The ponys between the alcoves atop the trees hold every rabbit,The ponys between the alcoves atop the trees hold every rabbits,13
8469,noun,2,pl,target_noun_num_pl_att2_sg,lions,lions,The bettongs behind the trough beside the crib hold two,The bettongs behind the trough beside the crib hold two lions,The bettongs behind the trough beside the crib hold two lion,13
8470,noun,2,pl,target_noun_num_pl_att2_sg,goats,goats,The gophers alongside the wall near the table hold two,The gophers alongside the wall near the table hold two goats,The gophers alongside the wall near the table hold two goat,13
8471,noun,2,sg,target_noun_num_sg_att2_pl,lion,lion,The starlings under the bushes by the stumps hold one,The starlings under the bushes by the stumps hold one lion,The starlings under the bushes by the stumps hold one lions,13
8472,noun,2,sg,target_noun_num_sg_att2_pl,rabbit,rabbit,The markhors opposite the poles alongside the signs hold one,The markhors opposite the poles alongside the signs hold one rabbit,The markhors opposite the poles alongside the signs hold one rabbits,13
8473,noun,2,pl,target_noun_num_pl_att2_sg,ducks,ducks,The fireflys past the sign under the mailbox hold many,The fireflys past the sign under the mailbox hold many ducks,The fireflys past the sign under the mailbox hold many duck,13
8474,noun,2,pl,target_noun_num_pl_att2_sg,snakes,snakes,The badgers past the awning under the canopy hold many,The badgers past the awning under the canopy hold many snakes,The badgers past the awning under the canopy hold many snake,13
8475,noun,2,pl,target_noun_num_pl_att2_sg,lions,lions,The sandpipers below the tree beneath the car hold several,The sandpipers below the tree beneath the car hold several lions,The sandpipers below the tree beneath the car hold several lion,13
8476,noun,2,pl,target_noun_num_pl_att2_sg,frogs,frogs,The quokkas by the column above the arch hold several,The quokkas by the column above the arch hold several frogs,The quokkas by the column above the arch hold several frog,13
8477,noun,2,pl,target_noun_num_pl_att2_sg,turtles,turtles,The eels atop the burrow outside the lantern hold several,The eels atop the burrow outside the lantern hold several turtles,The eels atop the burrow outside the lantern hold several turtle,13
8478,noun,2,sg,target_noun_num_sg_att2_pl,bear,bear,The lambs above the poles below the signs hold a single,The lambs above the poles below the signs hold a single bear,The lambs above the poles below the signs hold a single bears,13
8479,noun,2,pl,target_noun_num_pl_att2_sg,rabbits,rabbits,The calfs under the planter by the urn hold several,The calfs under the planter by the urn hold several rabbits,The calfs under the planter by the urn hold several rabbit,13
8480,noun,2,pl,target_noun_num_pl_att2_sg,ducks,ducks,The robins near the buttress behind the chimney hold many,The robins near the buttress behind the chimney hold many ducks,The robins near the buttress behind the chimney hold many duck,13
8481,noun,2,sg,target_noun_num_sg_att2_pl,duck,duck,The bisons around the thresholds between the alcoves hold every,The bisons around the thresholds between the alcoves hold every duck,The bisons around the thresholds between the alcoves hold every ducks,13
8482,noun,2,sg,target_noun_num_sg_att2_pl,goat,goat,The newts alongside the nests near the burrows hold one,The newts alongside the nests near the burrows hold one goat,The newts alongside the nests near the burrows hold one goats,13
8483,noun,2,sg,target_noun_num_sg_att2_pl,bear,bear,The mules past the barrels under the wagons hold every,The mules past the barrels under the wagons hold every bear,The mules past the barrels under the wagons hold every bears,13
8484,noun,2,sg,target_noun_num_sg_att2_pl,rabbit,rabbit,The newts behind the cabins beside the tents hold a single,The newts behind the cabins beside the tents hold a single rabbit,The newts behind the cabins beside the tents hold a single rabbits,13
8485,noun,2,pl,target_noun_num_pl_att2_sg,turtles,turtles,The cods atop the burrow outside the lantern hold many,The cods atop the burrow outside the lantern hold many turtles,The cods atop the burrow outside the lantern hold many turtle,13
8486,noun,2,pl,target_noun_num_pl_att2_sg,lions,lions,The vultures between the window atop the door hold many,The vultures between the window atop the door hold many lions,The vultures between the window atop the door hold many lion,13
8487,noun,2,pl,target_noun_num_pl_att2_sg,rabbits,rabbits,The vultures below the cart beneath the bench hold many,The vultures below the cart beneath the bench hold many rabbits,The vultures below the cart beneath the bench hold many rabbit,13
8488,noun,2,sg,target_noun_num_sg_att2_pl,spider,spider,The dolphins below the railings beneath the banisters hold every,The dolphins below the railings beneath the banisters hold every spider,The dolphins below the railings beneath the banisters hold every spiders,13
8489,noun,2,pl,target_noun_num_pl_att2_sg,goats,goats,The tortoises beside the basket past the barrel hold two,The tortoises beside the basket past the barrel hold two goats,The tortoises beside the basket past the barrel hold two goat,13
8490,noun,2,sg,target_noun_num_sg_att2_pl,frog,frog,The mouses alongside the stoves near the cabinets hold one,The mouses alongside the stoves near the cabinets hold one frog,The mouses alongside the stoves near the cabinets hold one frogs,13
8491,noun,2,sg,target_noun_num_sg_att2_pl,spider,spider,The leopards behind the houses beside the ponds hold every,The leopards behind the houses beside the ponds hold every spider,The leopards behind the houses beside the ponds hold every spiders,13
8492,noun,2,pl,target_noun_num_pl_att2_sg,rabbits,rabbits,The sparrows under the planter by the urn hold many,The sparrows under the planter by the urn hold many rabbits,The sparrows under the planter by the urn hold many rabbit,13
8493,noun,2,sg,target_noun_num_sg_att2_pl,lion,lion,The toads below the barrels beneath the wagons hold one,The toads below the barrels beneath the wagons hold one lion,The toads below the barrels beneath the wagons hold one lions,13
8494,noun,2,sg,target_noun_num_sg_att2_pl,lion,lion,The buffalos below the lamps beneath the chairs hold one,The buffalos below the lamps beneath the chairs hold one lion,The buffalos below the lamps beneath the chairs hold one lions,13
8495,noun,2,pl,target_noun_num_pl_att2_sg,goats,goats,The ospreys alongside the cottage near the garage hold many,The ospreys alongside the cottage near the garage hold many goats,The ospreys alongside the cottage near the garage hold many goat,13
8496,noun,2,sg,target_noun_num_sg_att2_pl,spider,spider,The robins behind the lanterns beside the buckets hold every,The robins behind the lanterns beside the buckets hold every spider,The robins behind the lanterns beside the buckets hold every spiders,13
8497,noun,2,pl,target_noun_num_pl_att2_sg,ducks,ducks,The koalas outside the bench opposite the post hold many,The koalas outside the bench opposite the post hold many ducks,The koalas outside the bench opposite the post hold many duck,13
8498,noun,2,pl,target_noun_num_pl_att2_sg,snakes,snakes,The ospreys around the well between the stove hold several,The ospreys around the well between the stove hold several snakes,The ospreys around the well between the stove hold several snake,13
8499,noun,2,pl,target_noun_num_pl_att2_sg,turtles,turtles,The grasshoppers beside the pole past the sign hold two,The grasshoppers beside the pole past the sign hold two turtles,The grasshoppers beside the pole past the sign hold two turtle,13
8500,noun,2,sg,target_noun_num_sg_att2_pl,snake,snake,The toads near the cabinets behind the desks hold a single,The toads near the cabinets behind the desks hold a single snake,The toads near the cabinets behind the desks hold a single snakes,13
8501,noun,2,pl,target_noun_num_pl_att2_sg,spiders,spiders,The vipers behind the veranda beside the balcony hold many,The vipers behind the veranda beside the balcony hold many spiders,The vipers behind the veranda beside the balcony hold many spider,13
8502,noun,2,sg,target_noun_num_sg_att2_pl,snake,snake,The lynxs above the rocks below the lamps hold a single,The lynxs above the rocks below the lamps hold a single snake,The lynxs above the rocks below the lamps hold a single snakes,13
8503,noun,2,sg,target_noun_num_sg_att2_pl,duck,duck,The pelicans past the signs under the mailboxes hold every,The pelicans past the signs under the mailboxes hold every duck,The pelicans past the signs under the mailboxes hold every ducks,13
8504,noun,2,sg,target_noun_num_sg_att2_pl,spider,spider,The bisons behind the houses beside the ponds hold a single,The bisons behind the houses beside the ponds hold a single spider,The bisons behind the houses beside the ponds hold a single spiders,13
8505,noun,2,sg,target_noun_num_sg_att2_pl,goat,goat,The sparrows beside the signposts past the milestones hold every,The sparrows beside the signposts past the milestones hold every goat,The sparrows beside the signposts past the milestones hold every goats,13
8506,noun,2,sg,target_noun_num_sg_att2_pl,snake,snake,The ibexs around the posts between the windows hold every,The ibexs around the posts between the windows hold every snake,The ibexs around the posts between the windows hold every snakes,13
8507,noun,2,pl,target_noun_num_pl_att2_sg,frogs,frogs,The bilbys beneath the lantern around the bucket hold several,The bilbys beneath the lantern around the bucket hold several frogs,The bilbys beneath the lantern around the bucket hold several frog,13
8508,noun,2,sg,target_noun_num_sg_att2_pl,frog,frog,The locusts atop the towers outside the cabins hold every,The locusts atop the towers outside the cabins hold every frog,The locusts atop the towers outside the cabins hold every frogs,13
8509,noun,2,sg,target_noun_num_sg_att2_pl,goat,goat,The plovers beside the rocks past the lamps hold one,The plovers beside the rocks past the lamps hold one goat,The plovers beside the rocks past the lamps hold one goats,13
8510,noun,2,pl,target_noun_num_pl_att2_sg,spiders,spiders,The storks behind the veranda beside the balcony hold two,The storks behind the veranda beside the balcony hold two spiders,The storks behind the veranda beside the balcony hold two spider,13
8511,noun,2,sg,target_noun_num_sg_att2_pl,goat,goat,The lambs alongside the nests near the burrows hold every,The lambs alongside the nests near the burrows hold every goat,The lambs alongside the nests near the burrows hold every goats,13
8512,noun,2,sg,target_noun_num_sg_att2_pl,frog,frog,The porcupines by the fences above the rocks hold every,The porcupines by the fences above the rocks hold every frog,The porcupines by the fences above the rocks hold every frogs,13
8513,noun,2,sg,target_noun_num_sg_att2_pl,bear,bear,The foxs outside the fountains opposite the columns hold every,The foxs outside the fountains opposite the columns hold every bear,The foxs outside the fountains opposite the columns hold every bears,13
8514,noun,2,pl,target_noun_num_pl_att2_sg,ducks,ducks,The salamanders outside the lantern opposite the bucket hold many,The salamanders outside the lantern opposite the bucket hold many ducks,The salamanders outside the lantern opposite the bucket hold many duck,13
8515,noun,2,sg,target_noun_num_sg_att2_pl,bear,bear,The horses outside the fountains opposite the columns hold a single,The horses outside the fountains opposite the columns hold a single bear,The horses outside the fountains opposite the columns hold a single bears,13
8516,noun,2,pl,target_noun_num_pl_att2_sg,goats,goats,The octopuss beneath the car around the box hold two,The octopuss beneath the car around the box hold two goats,The octopuss beneath the car around the box hold two goat,13
8517,noun,2,sg,target_noun_num_sg_att2_pl,spider,spider,The tigers behind the houses beside the ponds hold a single,The tigers behind the houses beside the ponds hold a single spider,The tigers behind the houses beside the ponds hold a single spiders,13
8518,noun,2,sg,target_noun_num_sg_att2_pl,duck,duck,The starlings outside the benches opposite the posts hold a single,The starlings outside the benches opposite the posts hold a single duck,The starlings outside the benches opposite the posts hold a single ducks,13
8519,noun,2,pl,target_noun_num_pl_att2_sg,rabbits,rabbits,The ibexs under the fountain by the column hold two,The ibexs under the fountain by the column hold two rabbits,The ibexs under the fountain by the column hold two rabbit,13
8520,noun,2,sg,target_noun_num_sg_att2_pl,bear,bear,The pythons past the lamps under the chairs hold every,The pythons past the lamps under the chairs hold every bear,The pythons past the lamps under the chairs hold every bears,13
8521,noun,2,sg,target_noun_num_sg_att2_pl,spider,spider,The sandpipers between the walls atop the tables hold every,The sandpipers between the walls atop the tables hold every spider,The sandpipers between the walls atop the tables hold every spiders,13
8522,noun,2,sg,target_noun_num_sg_att2_pl,rabbit,rabbit,The owls behind the cabins beside the tents hold a single,The owls behind the cabins beside the tents hold a single rabbit,The owls behind the cabins beside the tents hold a single rabbits,13
8523,noun,2,pl,target_noun_num_pl_att2_sg,bears,bears,The raccoons near the table behind the house hold two,The raccoons near the table behind the house hold two bears,The raccoons near the table behind the house hold two bear,13
8524,noun,2,sg,target_noun_num_sg_att2_pl,rabbit,rabbit,The jackals behind the clocks beside the vases hold every,The jackals behind the clocks beside the vases hold every rabbit,The jackals behind the clocks beside the vases hold every rabbits,13
8525,noun,2,pl,target_noun_num_pl_att2_sg,turtles,turtles,The salamanders beside the pole past the sign hold two,The salamanders beside the pole past the sign hold two turtles,The salamanders beside the pole past the sign hold two turtle,13
8526,noun,2,sg,target_noun_num_sg_att2_pl,frog,frog,The quolls alongside the signs near the mailboxes hold one,The quolls alongside the signs near the mailboxes hold one frog,The quolls alongside the signs near the mailboxes hold one frogs,13
8527,noun,2,sg,target_noun_num_sg_att2_pl,goat,goat,The jays beneath the cars around the boxes hold a single,The jays beneath the cars around the boxes hold a single goat,The jays beneath the cars around the boxes hold a single goats,13
8528,noun,2,pl,target_noun_num_pl_att2_sg,ducks,ducks,The cubs outside the toolshed opposite the greenhouse hold two,The cubs outside the toolshed opposite the greenhouse hold two ducks,The cubs outside the toolshed opposite the greenhouse hold two duck,13
8529,noun,2,pl,target_noun_num_pl_att2_sg,snakes,snakes,The shrews outside the car opposite the box hold several,The shrews outside the car opposite the box hold several snakes,The shrews outside the car opposite the box hold several snake,13
8530,noun,2,pl,target_noun_num_pl_att2_sg,goats,goats,The tigers by the veranda above the balcony hold many,The tigers by the veranda above the balcony hold many goats,The tigers by the veranda above the balcony hold many goat,13
8531,noun,2,pl,target_noun_num_pl_att2_sg,snakes,snakes,The voles past the awning under the canopy hold two,The voles past the awning under the canopy hold two snakes,The voles past the awning under the canopy hold two snake,13
8532,noun,2,pl,target_noun_num_pl_att2_sg,rabbits,rabbits,The ospreys between the arch atop the tower hold two,The ospreys between the arch atop the tower hold two rabbits,The ospreys between the arch atop the tower hold two rabbit,13
8533,noun,2,sg,target_noun_num_sg_att2_pl,snake,snake,The egrets around the posts between the windows hold a single,The egrets around the posts between the windows hold a single snake,The egrets around the posts between the windows hold a single snakes,13
8534,noun,2,sg,target_noun_num_sg_att2_pl,frog,frog,The quails alongside the windows near the doors hold a single,The quails alongside the windows near the doors hold a single frog,The quails alongside the windows near the doors hold a single frogs,13
8535,noun,2,pl,target_noun_num_pl_att2_sg,bears,bears,The quails above the log below the boulder hold many,The quails above the log below the boulder hold many bears,The quails above the log below the boulder hold many bear,13
8536,noun,2,pl,target_noun_num_pl_att2_sg,spiders,spiders,The urchins behind the porch beside the pole hold many,The urchins behind the porch beside the pole hold many spiders,The urchins behind the porch beside the pole hold many spider,13
8537,noun,2,sg,target_noun_num_sg_att2_pl,bear,bear,The jaguars around the sheds between the barns hold every,The jaguars around the sheds between the barns hold every bear,The jaguars around the sheds between the barns hold every bears,13
8538,noun,2,pl,target_noun_num_pl_att2_sg,spiders,spiders,The termites opposite the signpost alongside the milestone hold two,The termites opposite the signpost alongside the milestone hold two spiders,The termites opposite the signpost alongside the milestone hold two spider,13
8539,noun,2,pl,target_noun_num_pl_att2_sg,ducks,ducks,The kestrels around the sofa between the stool hold two,The kestrels around the sofa between the stool hold two ducks,The kestrels around the sofa between the stool hold two duck,13
8540,noun,2,sg,target_noun_num_sg_att2_pl,bear,bear,The camels past the barrels under the wagons hold every,The camels past the barrels under the wagons hold every bear,The camels past the barrels under the wagons hold every bears,13
8541,noun,2,pl,target_noun_num_pl_att2_sg,spiders,spiders,The hornets below the boulder beneath the fountain hold two,The hornets below the boulder beneath the fountain hold two spiders,The hornets below the boulder beneath the fountain hold two spider,13
8542,noun,2,sg,target_noun_num_sg_att2_pl,frog,frog,The gnus by the columns above the arches hold every,The gnus by the columns above the arches hold every frog,The gnus by the columns above the arches hold every frogs,13
8543,noun,2,sg,target_noun_num_sg_att2_pl,rabbit,rabbit,The owls below the plants beneath the bushes hold a single,The owls below the plants beneath the bushes hold a single rabbit,The owls below the plants beneath the bushes hold a single rabbits,13
8544,noun,2,pl,target_noun_num_pl_att2_sg,ducks,ducks,The badgers near the buttress behind the chimney hold many,The badgers near the buttress behind the chimney hold many ducks,The badgers near the buttress behind the chimney hold many duck,13
8545,noun,2,sg,target_noun_num_sg_att2_pl,bear,bear,The cows outside the fountains opposite the columns hold a single,The cows outside the fountains opposite the columns hold a single bear,The cows outside the fountains opposite the columns hold a single bears,13
8546,noun,2,sg,target_noun_num_sg_att2_pl,duck,duck,The zebras outside the benches opposite the posts hold a single,The zebras outside the benches opposite the posts hold a single duck,The zebras outside the benches opposite the posts hold a single ducks,13
8547,noun,2,pl,target_noun_num_pl_att2_sg,bears,bears,The ibexs past the lamp under the chair hold several,The ibexs past the lamp under the chair hold several bears,The ibexs past the lamp under the chair hold several bear,13
8548,noun,2,sg,target_noun_num_sg_att2_pl,goat,goat,The vultures beneath the cars around the boxes hold every,The vultures beneath the cars around the boxes hold every goat,The vultures beneath the cars around the boxes hold every goats,13
8549,noun,2,sg,target_noun_num_sg_att2_pl,frog,frog,The mouses beside the tents past the cottages hold one,The mouses beside the tents past the cottages hold one frog,The mouses beside the tents past the cottages hold one frogs,13
8550,noun,2,pl,target_noun_num_pl_att2_sg,spiders,spiders,The cranes behind the veranda beside the balcony hold many,The cranes behind the veranda beside the balcony hold many spiders,The cranes behind the veranda beside the balcony hold many spider,13
8551,noun,2,sg,target_noun_num_sg_att2_pl,rabbit,rabbit,The wolfs opposite the wells alongside the stoves hold one,The wolfs opposite the wells alongside the stoves hold one rabbit,The wolfs opposite the wells alongside the stoves hold one rabbits,13
8552,noun,2,pl,target_noun_num_pl_att2_sg,goats,goats,The calfs alongside the nest near the burrow hold two,The calfs alongside the nest near the burrow hold two goats,The calfs alongside the nest near the burrow hold two goat,13
8553,noun,2,sg,target_noun_num_sg_att2_pl,rabbit,rabbit,The sandpipers below the carts beneath the benches hold every,The sandpipers below the carts beneath the benches hold every rabbit,The sandpipers below the carts beneath the benches hold every rabbits,13
8554,noun,2,sg,target_noun_num_sg_att2_pl,frog,frog,The markhors beside the pillars past the statues hold every,The markhors beside the pillars past the statues hold every frog,The markhors beside the pillars past the statues hold every frogs,13
8555,noun,2,sg,target_noun_num_sg_att2_pl,spider,spider,The markhors opposite the baskets alongside the barrels hold one,The markhors opposite the baskets alongside the barrels hold one spider,The markhors opposite the baskets alongside the barrels hold one spiders,13
8556,noun,2,pl,target_noun_num_pl_att2_sg,lions,lions,The markhors below the tower beneath the cabin hold many,The markhors below the tower beneath the cabin hold many lions,The markhors below the tower beneath the cabin hold many lion,13
8557,noun,2,sg,target_noun_num_sg_att2_pl,frog,frog,The gerbils by the fences above the rocks hold one,The gerbils by the fences above the rocks hold one frog,The gerbils by the fences above the rocks hold one frogs,13
8558,noun,2,pl,target_noun_num_pl_att2_sg,goats,goats,The locusts beneath the coop around the hive hold several,The locusts beneath the coop around the hive hold several goats,The locusts beneath the coop around the hive hold several goat,13
8559,noun,2,sg,target_noun_num_sg_att2_pl,rabbit,rabbit,The bulls between the cribs atop the kennels hold one,The bulls between the cribs atop the kennels hold one rabbit,The bulls between the cribs atop the kennels hold one rabbits,13
