idx,split,target_type,attractors,condition,subject_word_sg,subject_word_pl,target_word_sg,target_word_pl,base_sentence_sg,base_sentence_pl,good_singular,bad_singular,good_plural,bad_plural,tok_len_sg,tok_len_pl,set_id,singular_item_id,plural_item_id
5034,test,verb,3,target_verb_att3_opp,mouse,mice,is,are,The clever mouse near the hinges beside the nails under the switches,The clever mice near the hinge beside the nail under the switch,The clever mouse near the hinges beside the nails under the switches is,The clever mouse near the hinges beside the nails under the switches are,The clever mice near the hinge beside the nail under the switch are,The clever mice near the hinge beside the nail under the switch is,13,13,d017d782-a495-4896-a88f-f4078258849f,b58a7663-0f8f-44f0-9634-9b586d272f6b,e30eaed1-0888-44a0-837b-5707744fccd8
5035,test,verb,3,target_verb_att3_opp,bear,bears,digs,dig,The curious bear under the switches by the sockets above the wires,The curious bears under the switch by the socket above the wire,The curious bear under the switches by the sockets above the wires digs,The curious bear under the switches by the sockets above the wires dig,The curious bears under the switch by the socket above the wire dig,The curious bears under the switch by the socket above the wire digs,13,13,7cdfa233-e84d-44bd-8cba-c9d1a61df808,5fb77198-91c6-40f5-951b-d4886cdbaa50,d6192864-f073-44aa-a3d4-47c3fc569360
5036,test,verb,3,target_verb_att3_opp,pig,pigs,is,are,The curious pig under the cliffs by the slopes above the banks,The curious pigs under the cliff by the slope above the bank,The curious pig under the cliffs by the slopes above the banks is,The curious pig under the cliffs by the slopes above the banks are,The curious pigs under the cliff by the slope above the bank are,The curious pigs under the cliff by the slope above the bank is,13,13,8c71d97e-2a94-49e5-acd6-6c99fbb77af2,5321a7bb-5757-4f25-bc34-249fb9ad9cab,695a0614-3b42-435c-9aaf-c22bd2cce32d
5037,test,verb,3,target_verb_att3_opp,ray,rays,tears,tear,The restless ray between the shelves atop the racks opposite the hooks,The restless rays between the shelf atop the rack opposite the hook,The restless ray between the shelves atop the racks opposite the hooks tears,The restless ray between the shelves atop the racks opposite the hooks tear,The restless rays between the shelf atop the rack opposite the hook tear,The restless rays between the shelf atop the rack opposite the hook tears,13,13,1f824ccd-14da-4833-80f2-b0f8232481c2,e5fea242-a7a8-4131-9548-a4f1cef0e726,1b714cfc-85ce-40fa-9db2-5e6c22abcd64
5038,test,verb,3,target_verb_att3_opp,pig,pigs,is,are,The bold pig between the jars atop the trees opposite the ponds,The bold pigs between the jar atop the tree opposite the pond,The bold pig between the jars atop the trees opposite the ponds is,The bold pig between the jars atop the trees opposite the ponds are,The bold pigs between the jar atop the tree opposite the pond are,The bold pigs between the jar atop the tree opposite the pond is,13,13,38517f29-4e6f-4ae9-b53d-9e6dd8424415,c6775dd0-77ca-4c20-bf10-81ca89d4ffc6,0853bcd1-6a57-4fee-b6b3-71b35fa13a9d
5039,test,verb,3,target_verb_att3_opp,bee,bees,is,are,The shy bee near the sacks beside the bins under the beams,The shy bees near the sack beside the bin under the beam,The shy bee near the sacks beside the bins under the beams is,The shy bee near the sacks beside the bins under the beams are,The shy bees near the sack beside the bin under the beam are,The shy bees near the sack beside the bin under the beam is,13,13,d5a0c611-8c84-40e8-8ea4-200771842326,ae42792b-d7da-4021-814b-7d7bcccc3027,b0c24dab-bcdf-4d7d-93b0-072467e392f1
5040,test,verb,3,target_verb_att3_opp,goat,goats,is,are,The sturdy goat under the beams by the braces above the panels,The sturdy goats under the beam by the brace above the panel,The sturdy goat under the beams by the braces above the panels is,The sturdy goat under the beams by the braces above the panels are,The sturdy goats under the beam by the brace above the panel are,The sturdy goats under the beam by the brace above the panel is,13,13,209526c3-348b-460e-abf2-5ae0a1445c84,780b2dc8-6875-46c1-b1ed-5eb69880f2e8,bd4e15d1-5581-4e20-b61b-7843409b35bb
5041,test,verb,3,target_verb_att3_opp,worm,worms,holds,hold,The sturdy worm above the banks below the locks between the jars,The sturdy worms above the bank below the lock between the jar,The sturdy worm above the banks below the locks between the jars holds,The sturdy worm above the banks below the locks between the jars hold,The sturdy worms above the bank below the lock between the jar hold,The sturdy worms above the bank below the lock between the jar holds,13,13,5a6935e4-7ee2-404a-8193-55f28c4f280d,f964826f-f8ec-4393-b59b-fbf5a11c564e,0d0e0be9-368d-4457-a268-f2f769e063b5
5042,test,verb,3,target_verb_att3_opp,spider,spiders,dashes,dash,The restless spider under the cliffs by the slopes above the banks,The restless spiders under the cliff by the slope above the bank,The restless spider under the cliffs by the slopes above the banks dashes,The restless spider under the cliffs by the slopes above the banks dash,The restless spiders under the cliff by the slope above the bank dash,The restless spiders under the cliff by the slope above the bank dashes,13,13,cbd1419b-bef4-4b64-ae3f-6acb43a1f7bf,3c30831c-f4dd-4c77-914d-9d658da3f643,d331174c-fa99-4932-9e1d-fd9a49978926
5043,test,verb,3,target_verb_att3_opp,spider,spiders,is,are,The curious spider by the sockets above the wires below the ropes,The curious spiders by the socket above the wire below the rope,The curious spider by the sockets above the wires below the ropes is,The curious spider by the sockets above the wires below the ropes are,The curious spiders by the socket above the wire below the rope are,The curious spiders by the socket above the wire below the rope is,13,13,aa53dddb-f585-453d-a106-c7b48c8cf2d7,ec63619f-bd3c-4216-a1d4-7da0fb3d110f,5aa22d54-15af-4048-b0ca-fb83181cc96b
5044,test,verb,3,target_verb_att3_opp,duck,ducks,is,are,The round duck below the mirrors between the bushes atop the tents,The round ducks below the mirror between the bush atop the tent,The round duck below the mirrors between the bushes atop the tents is,The round duck below the mirrors between the bushes atop the tents are,The round ducks below the mirror between the bush atop the tent are,The round ducks below the mirror between the bush atop the tent is,13,13,1f5622ec-081b-4c6e-b8b7-9c4c57b12f89,fbddc6a7-055c-4129-a5df-d5e754652abb,c22c754f-bcd4-40e2-8217-c3b7655f6a8d
5045,test,verb,3,target_verb_att3_opp,pig,pigs,dashes,dash,The shy pig by the braces above the panels below the boards,The shy pigs by the brace above the panel below the board,The shy pig by the braces above the panels below the boards dashes,The shy pig by the braces above the panels below the boards dash,The shy pigs by the brace above the panel below the board dash,The shy pigs by the brace above the panel below the board dashes,13,13,1cfa5536-747c-4ae0-be12-64376e255459,37c77943-e59c-4985-8b90-795439839efb,b8e6a5ec-38de-442d-9a5f-0672824a31b3
5046,test,verb,3,target_verb_att3_opp,goat,goats,meets,meet,The restless goat near the pillars beside the wells under the cabinets,The restless goats near the pillar beside the well under the cabinet,The restless goat near the pillars beside the wells under the cabinets meets,The restless goat near the pillars beside the wells under the cabinets meet,The restless goats near the pillar beside the well under the cabinet meet,The restless goats near the pillar beside the well under the cabinet meets,13,13,a18fbf2d-35ca-460a-826f-01a6f4b7c788,bd9ebe8d-59ed-4096-9559-64621d9bc1fd,ade5b4f1-1ca5-43b5-9442-e8d9c1e74a32
5047,test,verb,3,target_verb_att3_opp,seal,seals,is,are,The fierce seal beside the wells under the cabinets by the desks,The fierce seals beside the well under the cabinet by the desk,The fierce seal beside the wells under the cabinets by the desks is,The fierce seal beside the wells under the cabinets by the desks are,The fierce seals beside the well under the cabinet by the desk are,The fierce seals beside the well under the cabinet by the desk is,13,13,ae8ad6b2-3a68-4f5b-ab80-1f38f63b305b,94c573cd-7cdb-4cb1-932b-0a14a18906f4,89f55d16-2f76-4f57-9fee-388ac8203c62
5048,test,verb,3,target_verb_att3_opp,bear,bears,is,are,The lively bear above the fences below the lamps between the sheds,The lively bears above the fence below the lamp between the shed,The lively bear above the fences below the lamps between the sheds is,The lively bear above the fences below the lamps between the sheds are,The lively bears above the fence below the lamp between the shed are,The lively bears above the fence below the lamp between the shed is,13,13,2d81ea7f-874e-460b-bbea-dd6be49ebe9f,eb5f007d-2265-4e59-b449-21e089d2f9e1,9e1f4096-c82e-4e50-8a38-19522e5dde14
5049,test,verb,3,target_verb_att3_opp,ant,ants,is,are,The bold ant atop the racks opposite the hooks alongside the knobs,The bold ants atop the rack opposite the hook alongside the knob,The bold ant atop the racks opposite the hooks alongside the knobs is,The bold ant atop the racks opposite the hooks alongside the knobs are,The bold ants atop the rack opposite the hook alongside the knob are,The bold ants atop the rack opposite the hook alongside the knob is,13,13,81311223-57a8-4ad3-8eba-4680156d16b3,1e9736f8-b297-4ff3-8edf-544ce893d082,1fe1cb3b-e0cf-44b1-86cd-39415440be8c
5050,test,verb,3,target_verb_att3_opp,cat,cats,dashes,dash,The fierce cat beside the nails under the switches by the sockets,The fierce cats beside the nail under the switch by the socket,The fierce cat beside the nails under the switches by the sockets dashes,The fierce cat beside the nails under the switches by the sockets dash,The fierce cats beside the nail under the switch by the socket dash,The fierce cats beside the nail under the switch by the socket dashes,13,13,d7be240a-d4b9-4fd3-bc7e-b7a76c7dd728,94e0e869-e4e3-4a2a-ad8f-b62b346635c1,24e53374-4d38-43e5-9c73-12223eb0d56f
5051,test,verb,3,target_verb_att3_opp,bird,birds,signals,signal,The sturdy bird above the banks below the locks between the jars,The sturdy birds above the bank below the lock between the jar,The sturdy bird above the banks below the locks between the jars signals,The sturdy bird above the banks below the locks between the jars signal,The sturdy birds above the bank below the lock between the jar signal,The sturdy birds above the bank below the lock between the jar signals,13,13,f2fc32c9-8527-4cb2-8993-a592cb88c24a,5f30ff9a-5ba6-4932-af67-f238c4a56782,71f80abf-1726-4a4f-b6cc-8d03b1c60cd1
5052,test,verb,3,target_verb_att3_opp,ant,ants,is,are,The gentle ant below the boards between the shelves atop the racks,The gentle ants below the board between the shelf atop the rack,The gentle ant below the boards between the shelves atop the racks is,The gentle ant below the boards between the shelves atop the racks are,The gentle ants below the board between the shelf atop the rack are,The gentle ants below the board between the shelf atop the rack is,13,13,c437b19f-18e2-4ab6-9d80-9a320eb9b75b,23852ac6-502d-4338-9807-fe9ab91e64de,39c205a3-45fd-4ff3-86ba-66c66ab9a794
5053,test,verb,3,target_verb_att3_opp,seal,seals,is,are,The graceful seal opposite the poles alongside the buckets near the sacks,The graceful seals opposite the pole alongside the bucket near the sack,The graceful seal opposite the poles alongside the buckets near the sacks is,The graceful seal opposite the poles alongside the buckets near the sacks are,The graceful seals opposite the pole alongside the bucket near the sack are,The graceful seals opposite the pole alongside the bucket near the sack is,13,13,4f21b904-d0c6-4e12-aa25-983baab44613,b992fb16-7c46-4601-808a-4257a75bd87c,7033c5fe-6a5c-4f42-a520-844f6c417098
5054,test,verb,3,target_verb_att3_opp,wolf,wolves,is,are,The restless wolf between the shelves atop the racks opposite the hooks,The restless wolves between the shelf atop the rack opposite the hook,The restless wolf between the shelves atop the racks opposite the hooks is,The restless wolf between the shelves atop the racks opposite the hooks are,The restless wolves between the shelf atop the rack opposite the hook are,The restless wolves between the shelf atop the rack opposite the hook is,13,13,2a2af5f4-5cbd-45f6-b300-16158c56f5ca,a1001944-38a0-4fd9-a87a-d6686008d9bd,9461890e-aa00-4b9e-b82a-445edd126955
5055,test,verb,3,target_verb_att3_opp,puppy,puppies,challenges,challenge,The fierce puppy atop the trees opposite the ponds alongside the bridges,The fierce puppies atop the tree opposite the pond alongside the bridge,The fierce puppy atop the trees opposite the ponds alongside the bridges challenges,The fierce puppy atop the trees opposite the ponds alongside the bridges challenge,The fierce puppies atop the tree opposite the pond alongside the bridge challenge,The fierce puppies atop the tree opposite the pond alongside the bridge challenges,13,13,165d8c67-4246-43fe-b0bc-09b13c23c9ed,d2bdbefe-a5b8-446a-9623-7e2a2b7f3f18,a93decbe-111e-4968-8110-bb3dba20ab50
5056,test,verb,3,target_verb_att3_opp,calf,calves,challenges,challenge,The sturdy calf opposite the hooks alongside the knobs near the hinges,The sturdy calves opposite the hook alongside the knob near the hinge,The sturdy calf opposite the hooks alongside the knobs near the hinges challenges,The sturdy calf opposite the hooks alongside the knobs near the hinges challenge,The sturdy calves opposite the hook alongside the knob near the hinge challenge,The sturdy calves opposite the hook alongside the knob near the hinge challenges,13,13,2afc8ade-d0f2-4cd0-839f-8d4bbe291a36,10d322db-3c80-4bac-9215-912d3b7eecf0,82c1b211-8d07-4192-900f-d688290d5ea9
5057,test,verb,3,target_verb_att3_opp,wolf,wolves,touches,touch,The curious wolf under the switches by the sockets above the wires,The curious wolves under the switch by the socket above the wire,The curious wolf under the switches by the sockets above the wires touches,The curious wolf under the switches by the sockets above the wires touch,The curious wolves under the switch by the socket above the wire touch,The curious wolves under the switch by the socket above the wire touches,13,13,0c0adbf5-9d8e-4e09-9923-c5dd1eecf7cf,e91f5233-b01f-4ac5-b4f5-eb0a7b753429,81887ffe-8576-4541-bd17-b35c15dfdc81
5058,test,verb,3,target_verb_att3_opp,calf,calves,swims,swim,The clever calf atop the tents opposite the poles alongside the buckets,The clever calves atop the tent opposite the pole alongside the bucket,The clever calf atop the tents opposite the poles alongside the buckets swims,The clever calf atop the tents opposite the poles alongside the buckets swim,The clever calves atop the tent opposite the pole alongside the bucket swim,The clever calves atop the tent opposite the pole alongside the bucket swims,13,13,2c5e1153-7be9-4033-938e-2e478222854b,8ddee10d-8bc9-4460-afce-1d7edcd1ba5a,68b6decb-6d3a-46f6-a793-2a099f565c20
5059,test,verb,3,target_verb_att3_opp,bear,bears,digs,dig,The round bear below the lamps between the sheds atop the posts,The round bears below the lamp between the shed atop the post,The round bear below the lamps between the sheds atop the posts digs,The round bear below the lamps between the sheds atop the posts dig,The round bears below the lamp between the shed atop the post dig,The round bears below the lamp between the shed atop the post digs,13,13,6f64ba79-7b6c-45eb-b303-c1208526335c,4a07bf9a-73b7-46a9-a784-cf2d5ce0ee86,9784afa6-5468-4a0f-8b12-11286757c5f6
5060,test,verb,3,target_verb_att3_opp,calf,calves,swims,swim,The sturdy calf above the banks below the locks between the jars,The sturdy calves above the bank below the lock between the jar,The sturdy calf above the banks below the locks between the jars swims,The sturdy calf above the banks below the locks between the jars swim,The sturdy calves above the bank below the lock between the jar swim,The sturdy calves above the bank below the lock between the jar swims,13,13,8c8e2461-5890-4833-926d-ce9d4f96f7c5,8e70f3b2-81d7-4e96-9c6a-45b7b63682a1,48b36e73-bd6f-482e-8f56-27a00974a787
5061,test,verb,3,target_verb_att3_opp,cat,cats,is,are,The sturdy cat beside the ponds under the bridges by the gates,The sturdy cats beside the pond under the bridge by the gate,The sturdy cat beside the ponds under the bridges by the gates is,The sturdy cat beside the ponds under the bridges by the gates are,The sturdy cats beside the pond under the bridge by the gate are,The sturdy cats beside the pond under the bridge by the gate is,13,13,9b67098e-f272-494f-a97d-cbef4861c17b,25ac3543-9898-46c4-b12b-d176645fe83c,9f891e99-bcb6-4356-b52d-e041c47a19df
5062,test,verb,3,target_verb_att3_opp,ray,rays,is,are,The clumsy ray below the locks between the jars atop the trees,The clumsy rays below the lock between the jar atop the tree,The clumsy ray below the locks between the jars atop the trees is,The clumsy ray below the locks between the jars atop the trees are,The clumsy rays below the lock between the jar atop the tree are,The clumsy rays below the lock between the jar atop the tree is,13,13,6e30962e-c5ca-406f-aabd-e9a9bf94ad7f,ceb6a210-0c9f-4301-9419-93ba665013f3,bcb11f21-8f6d-4cd3-8953-3edf8afcb1fb
5063,test,verb,3,target_verb_att3_opp,wolf,wolves,flips,flip,The spotted wolf opposite the heaps alongside the pens near the bulbs,The spotted wolves opposite the heap alongside the pen near the bulb,The spotted wolf opposite the heaps alongside the pens near the bulbs flips,The spotted wolf opposite the heaps alongside the pens near the bulbs flip,The spotted wolves opposite the heap alongside the pen near the bulb flip,The spotted wolves opposite the heap alongside the pen near the bulb flips,13,13,d76904e3-45da-4c70-ae1d-0950aefb0d0d,0dbdbf80-634d-4d2a-b8b1-017974a2a798,af0b070c-46a2-414c-aebd-63244936850e
5064,test,verb,3,target_verb_att3_opp,puppy,puppies,is,are,The sturdy puppy atop the tents opposite the poles alongside the buckets,The sturdy puppies atop the tent opposite the pole alongside the bucket,The sturdy puppy atop the tents opposite the poles alongside the buckets is,The sturdy puppy atop the tents opposite the poles alongside the buckets are,The sturdy puppies atop the tent opposite the pole alongside the bucket are,The sturdy puppies atop the tent opposite the pole alongside the bucket is,13,13,d37ee1ea-e6bb-42cd-bed5-944a6c34a38a,e03cb761-7e39-49a2-ba94-b5feba091e2e,cbfc4bbf-833c-45d0-9469-0e7a14d5302b
5065,test,verb,3,target_verb_att3_opp,goat,goats,is,are,The sturdy goat near the hinges beside the nails under the switches,The sturdy goats near the hinge beside the nail under the switch,The sturdy goat near the hinges beside the nails under the switches is,The sturdy goat near the hinges beside the nails under the switches are,The sturdy goats near the hinge beside the nail under the switch are,The sturdy goats near the hinge beside the nail under the switch is,13,13,08abbda8-5712-4c23-9667-909489e015fa,a68834ec-a0f6-4b49-87b5-f85b1915971c,30cd9920-9641-406e-955b-f74c49c17b2e
5066,test,verb,3,target_verb_att3_opp,puppy,puppies,is,are,The bold puppy alongside the pens near the bulbs beside the roots,The bold puppies alongside the pen near the bulb beside the root,The bold puppy alongside the pens near the bulbs beside the roots is,The bold puppy alongside the pens near the bulbs beside the roots are,The bold puppies alongside the pen near the bulb beside the root are,The bold puppies alongside the pen near the bulb beside the root is,13,13,c4a9bc34-d8e8-4017-87ee-e033194bbf03,05275f95-c5b0-4cd7-9e20-146172dd64d7,58d853bc-605b-4156-a5a0-7e5c00bff75f
5067,test,verb,3,target_verb_att3_opp,ray,rays,is,are,The spotted ray below the boards between the shelves atop the racks,The spotted rays below the board between the shelf atop the rack,The spotted ray below the boards between the shelves atop the racks is,The spotted ray below the boards between the shelves atop the racks are,The spotted rays below the board between the shelf atop the rack are,The spotted rays below the board between the shelf atop the rack is,13,13,3a867cf4-736b-4967-9f98-cd6c30ea4d24,f1ab3bee-45ce-4d38-af21-9a56acf9a8f0,df0ece0d-50de-4e9b-8f59-f7dd3396df3d
5068,test,verb,3,target_verb_att3_opp,cat,cats,is,are,The tiny cat above the banks below the locks between the jars,The tiny cats above the bank below the lock between the jar,The tiny cat above the banks below the locks between the jars is,The tiny cat above the banks below the locks between the jars are,The tiny cats above the bank below the lock between the jar are,The tiny cats above the bank below the lock between the jar is,13,13,e7b8718c-ef31-44f0-8ce2-90d7c1ccb469,e651ce2c-f1fe-4d81-8d81-0db096dbc8ad,4df6546e-485f-4354-be84-139b922b19ee
5069,test,verb,3,target_verb_att3_opp,tick,ticks,is,are,The lively tick alongside the knobs near the hinges beside the nails,The lively ticks alongside the knob near the hinge beside the nail,The lively tick alongside the knobs near the hinges beside the nails is,The lively tick alongside the knobs near the hinges beside the nails are,The lively ticks alongside the knob near the hinge beside the nail are,The lively ticks alongside the knob near the hinge beside the nail is,13,13,131b480e-5f3c-421a-ad43-25c77f6601a8,9a7c3bad-241e-465f-bae0-4876ff00bc45,26c6578c-c234-42c3-81e1-986d025f4f50
5070,test,verb,3,target_verb_att3_opp,worm,worms,surrounds,surround,The round worm by the sheds above the posts below the doors,The round worms by the shed above the post below the door,The round worm by the sheds above the posts below the doors surrounds,The round worm by the sheds above the posts below the doors surround,The round worms by the shed above the post below the door surround,The round worms by the shed above the post below the door surrounds,13,13,d0baee45-bc8e-4633-ae8e-62fc65bb0220,fb171dd4-f82b-4f83-967d-80018bc6db5f,bcebe107-4ea3-4704-805d-68b2bcca8008
5071,test,verb,3,target_verb_att3_opp,duck,ducks,is,are,The lively duck under the cliffs by the slopes above the banks,The lively ducks under the cliff by the slope above the bank,The lively duck under the cliffs by the slopes above the banks is,The lively duck under the cliffs by the slopes above the banks are,The lively ducks under the cliff by the slope above the bank are,The lively ducks under the cliff by the slope above the bank is,13,13,81655f6d-3c92-4113-95f6-89071621a8d1,7ea4c579-8f48-4563-8fca-282b3a7954d0,51626fc7-8249-4f05-b2b6-8466c8a359ce
5072,test,verb,3,target_verb_att3_opp,tick,ticks,finds,find,The restless tick under the cliffs by the slopes above the banks,The restless ticks under the cliff by the slope above the bank,The restless tick under the cliffs by the slopes above the banks finds,The restless tick under the cliffs by the slopes above the banks find,The restless ticks under the cliff by the slope above the bank find,The restless ticks under the cliff by the slope above the bank finds,13,13,692c3562-c58d-4355-b10f-7682d1014482,774582f7-931d-4eb1-b4ce-573abe262a57,edb37b14-dc60-49c2-a5f9-33c58f40be5e
5073,test,verb,3,target_verb_att3_opp,spider,spiders,threatens,threaten,The gentle spider under the lamps by the sheds above the posts,The gentle spiders under the lamp by the shed above the post,The gentle spider under the lamps by the sheds above the posts threatens,The gentle spider under the lamps by the sheds above the posts threaten,The gentle spiders under the lamp by the shed above the post threaten,The gentle spiders under the lamp by the shed above the post threatens,13,13,1edf3793-86a8-4bb1-adf9-4d4b3707ba71,31d52682-b10e-4024-817b-aa58c1ea61d2,4f5960ce-299a-47b9-8304-27e375e788d6
5074,test,verb,3,target_verb_att3_opp,goat,goats,is,are,The bold goat above the banks below the locks between the jars,The bold goats above the bank below the lock between the jar,The bold goat above the banks below the locks between the jars is,The bold goat above the banks below the locks between the jars are,The bold goats above the bank below the lock between the jar are,The bold goats above the bank below the lock between the jar is,13,13,29002b8b-5d96-45f1-a0d3-8222c1c96356,ff72de99-a6ac-4813-af44-c19da55d960a,9ec68111-d7e1-459a-85c9-a8089549a264
5075,test,verb,3,target_verb_att3_opp,pig,pigs,escorts,escort,The restless pig under the cliffs by the slopes above the banks,The restless pigs under the cliff by the slope above the bank,The restless pig under the cliffs by the slopes above the banks escorts,The restless pig under the cliffs by the slopes above the banks escort,The restless pigs under the cliff by the slope above the bank escort,The restless pigs under the cliff by the slope above the bank escorts,13,13,93f50bab-6a03-4b89-a216-c2fcd7d55168,d17ca3d5-3022-4af6-9ceb-aebf23e12763,5f555ade-f78e-4ac1-a483-fc04253acb52
5076,test,verb,3,target_verb_att3_opp,bee,bees,brushes,brush,The curious bee between the bushes atop the tents opposite the poles,The curious bees between the bush atop the tent opposite the pole,The curious bee between the bushes atop the tents opposite the poles brushes,The curious bee between the bushes atop the tents opposite the poles brush,The curious bees between the bush atop the tent opposite the pole brush,The curious bees between the bush atop the tent opposite the pole brushes,13,13,3ae14c16-fd0f-4579-90bc-bdd72208174d,4d6bfdf8-1bc5-48fb-b164-5b51486ebdeb,8dd0d675-619c-48bf-8875-6b7aed959f48
5077,test,verb,3,target_verb_att3_opp,bee,bees,plays,play,The strange bee alongside the buckets near the sacks beside the bins,The strange bees alongside the bucket near the sack beside the bin,The strange bee alongside the buckets near the sacks beside the bins plays,The strange bee alongside the buckets near the sacks beside the bins play,The strange bees alongside the bucket near the sack beside the bin play,The strange bees alongside the bucket near the sack beside the bin plays,13,13,45bdb646-dc87-46d7-8cf2-d9cb25d00c63,aad9d40d-0f30-4e05-80bb-45dd8f0ff5e2,312d399d-c3b6-47f3-af1b-244e85ed199a
5078,test,verb,3,target_verb_att3_opp,bird,birds,is,are,The fierce bird alongside the baskets near the pillars beside the wells,The fierce birds alongside the basket near the pillar beside the well,The fierce bird alongside the baskets near the pillars beside the wells is,The fierce bird alongside the baskets near the pillars beside the wells are,The fierce birds alongside the basket near the pillar beside the well are,The fierce birds alongside the basket near the pillar beside the well is,13,13,d0f69fee-aaf7-4184-9ec8-fb44bb8fd7dd,cd7ba4b9-794f-42fd-b77b-83cca8e373c3,4a006b8b-f1fe-47bf-b34f-f21679baa02a
5079,test,verb,3,target_verb_att3_opp,worm,worms,banks,bank,The graceful worm alongside the knobs near the hinges beside the nails,The graceful worms alongside the knob near the hinge beside the nail,The graceful worm alongside the knobs near the hinges beside the nails banks,The graceful worm alongside the knobs near the hinges beside the nails bank,The graceful worms alongside the knob near the hinge beside the nail bank,The graceful worms alongside the knob near the hinge beside the nail banks,13,13,b224c783-f6e0-4c45-959e-d1b7156b128a,ed90aef3-8009-4c0f-b831-afdc9a374ba5,71906315-1e80-4b7c-8614-7768db833be8
5080,test,verb,3,target_verb_att3_opp,worm,worms,is,are,The graceful worm by the slopes above the banks below the locks,The graceful worms by the slope above the bank below the lock,The graceful worm by the slopes above the banks below the locks is,The graceful worm by the slopes above the banks below the locks are,The graceful worms by the slope above the bank below the lock are,The graceful worms by the slope above the bank below the lock is,13,13,204c4d47-97ec-40c6-85a9-718125abbe9f,06d753a4-f624-4586-8ec7-dd5c66147831,dcd68ca0-44a0-49b8-bc43-193eb7cda9b0
5081,test,verb,3,target_verb_att3_opp,mouse,mice,is,are,The graceful mouse near the sacks beside the bins under the beams,The graceful mice near the sack beside the bin under the beam,The graceful mouse near the sacks beside the bins under the beams is,The graceful mouse near the sacks beside the bins under the beams are,The graceful mice near the sack beside the bin under the beam are,The graceful mice near the sack beside the bin under the beam is,13,13,b3942df8-9799-44ea-9ea2-ae7d1121abe9,3b868edf-4d83-4b73-9e0c-c776a8a74243,d28ba91d-78da-41b2-a4eb-a34a173b8a68
5082,test,verb,3,target_verb_att3_opp,cat,cats,is,are,The clumsy cat under the cliffs by the slopes above the banks,The clumsy cats under the cliff by the slope above the bank,The clumsy cat under the cliffs by the slopes above the banks is,The clumsy cat under the cliffs by the slopes above the banks are,The clumsy cats under the cliff by the slope above the bank are,The clumsy cats under the cliff by the slope above the bank is,13,13,604db924-39fd-4e79-ba67-b4648d4cc67c,9b159511-a425-455b-8808-4e65a1b8f6d7,4fc0f84e-890f-4e40-bab8-c2313e44369c
5083,test,verb,3,target_verb_att3_opp,wolf,wolves,is,are,The clumsy wolf opposite the hooks alongside the knobs near the hinges,The clumsy wolves opposite the hook alongside the knob near the hinge,The clumsy wolf opposite the hooks alongside the knobs near the hinges is,The clumsy wolf opposite the hooks alongside the knobs near the hinges are,The clumsy wolves opposite the hook alongside the knob near the hinge are,The clumsy wolves opposite the hook alongside the knob near the hinge is,13,13,76a4d5ed-af44-43a2-aeca-dfb57282137f,d701bdca-083a-4ee0-a3b1-ff408d269e46,8eb57627-6304-47c9-94ee-4ad85e71f536
5084,test,verb,3,target_verb_att3_opp,bee,bees,is,are,The strange bee above the wires below the ropes between the cords,The strange bees above the wire below the rope between the cord,The strange bee above the wires below the ropes between the cords is,The strange bee above the wires below the ropes between the cords are,The strange bees above the wire below the rope between the cord are,The strange bees above the wire below the rope between the cord is,13,13,aaa9579e-ae45-4702-a2a2-80a9cc29079a,eaba96b5-d25c-4f08-aac4-a8f94e4105f0,bbefe36e-78d0-4baa-abfe-2f7ea9184413
5085,test,verb,3,target_verb_att3_opp,ray,rays,is,are,The bold ray opposite the poles alongside the buckets near the sacks,The bold rays opposite the pole alongside the bucket near the sack,The bold ray opposite the poles alongside the buckets near the sacks is,The bold ray opposite the poles alongside the buckets near the sacks are,The bold rays opposite the pole alongside the bucket near the sack are,The bold rays opposite the pole alongside the bucket near the sack is,13,13,1f2343a1-dafc-4cf0-ade0-2297425d4b3f,092d65d9-9860-457a-acac-f38064d0606a,9e26fe0b-51bc-44f1-886e-620259ef0ab3
5086,test,verb,3,target_verb_att3_opp,bee,bees,challenges,challenge,The curious bee under the switches by the sockets above the wires,The curious bees under the switch by the socket above the wire,The curious bee under the switches by the sockets above the wires challenges,The curious bee under the switches by the sockets above the wires challenge,The curious bees under the switch by the socket above the wire challenge,The curious bees under the switch by the socket above the wire challenges,13,13,14a62002-3319-4643-8562-048612f21466,766ad450-a73f-48b5-9c46-f012862b7d2a,e1868869-b8db-4526-b64e-f817276783ff
5087,test,verb,3,target_verb_att3_opp,bull,bulls,taps,tap,The spotted bull above the posts below the doors between the baskets,The spotted bulls above the post below the door between the basket,The spotted bull above the posts below the doors between the baskets taps,The spotted bull above the posts below the doors between the baskets tap,The spotted bulls above the post below the door between the basket tap,The spotted bulls above the post below the door between the basket taps,13,13,16f052be-3f5b-49a0-954d-1a8db95b40a2,981c345d-486b-4126-8cf9-13130318a241,db16c3db-8473-4686-903f-435e6ad86a18
