idx,split,target_type,attractors,condition,subject_word_sg,subject_word_pl,target_word_sg,target_word_pl,base_sentence_sg,base_sentence_pl,good_singular,bad_singular,good_plural,bad_plural,tok_len_sg,tok_len_pl,set_id,singular_item_id,plural_item_id
2383,test,verb,3,target_verb_att3_opp,[wug],[wugs],ducks,duck,The curious [wug] opposite the straps alongside the heaps near the pens,The curious [wugs] opposite the strap alongside the heap near the pen,The curious [wug] opposite the straps alongside the heaps near the pens ducks,The curious [wug] opposite the straps alongside the heaps near the pens duck,The curious [wugs] opposite the strap alongside the heap near the pen duck,The curious [wugs] opposite the strap alongside the heap near the pen ducks,16,16,4f6d908c-6448-4a52-9c3b-fc81e745fd73,b4c10a11-ef1e-42c8-8bad-4b9015d09352,58a362d8-973e-4350-b27d-ac9847416ac2
2384,test,verb,3,target_verb_att3_opp,[wug],[wugs],is,are,The wary [wug] below the heaps between the pens atop the bulbs,The wary [wugs] below the heap between the pen atop the bulb,The wary [wug] below the heaps between the pens atop the bulbs is,The wary [wug] below the heaps between the pens atop the bulbs are,The wary [wugs] below the heap between the pen atop the bulb are,The wary [wugs] below the heap between the pen atop the bulb is,16,16,e634816f-2274-4e51-835f-91125679011b,f27c118d-6e17-4844-bf09-9a3a19c0f138,87195996-9fe5-4f22-938e-f27de20a5be6
2385,test,verb,3,target_verb_att3_opp,[wug],[wugs],is,are,The curious [wug] above the sockets below the wires between the ropes,The curious [wugs] above the socket below the wire between the rope,The curious [wug] above the sockets below the wires between the ropes is,The curious [wug] above the sockets below the wires between the ropes are,The curious [wugs] above the socket below the wire between the rope are,The curious [wugs] above the socket below the wire between the rope is,16,16,a8d12dae-723e-4f95-994a-bec458259b1a,a489fd72-56eb-4afa-ada9-bd2fee11229b,87b72534-6c17-4a84-a776-33355b71fcfb
2386,test,verb,3,target_verb_att3_opp,[wug],[wugs],poses,pose,The round [wug] under the beams by the braces above the panels,The round [wugs] under the beam by the brace above the panel,The round [wug] under the beams by the braces above the panels poses,The round [wug] under the beams by the braces above the panels pose,The round [wugs] under the beam by the brace above the panel pose,The round [wugs] under the beam by the brace above the panel poses,16,16,8a89f368-a989-465e-9991-679fc82ccf63,5e26f7fb-950a-43c6-a8a0-311a5837ff16,0598a44c-a07d-4fc6-a815-345bd596296d
2387,test,verb,3,target_verb_att3_opp,[wug],[wugs],rows,row,The strange [wug] between the hooks atop the knobs opposite the hinges,The strange [wugs] between the hook atop the knob opposite the hinge,The strange [wug] between the hooks atop the knobs opposite the hinges rows,The strange [wug] between the hooks atop the knobs opposite the hinges row,The strange [wugs] between the hook atop the knob opposite the hinge row,The strange [wugs] between the hook atop the knob opposite the hinge rows,16,16,d2837375-f0c1-4c42-8259-e5ae6306ffa8,b0e905dd-214f-47e1-af57-61c7bb2d8c70,4273fb60-32ff-4093-9bd8-fca98d4821d7
2388,test,verb,3,target_verb_att3_opp,[wug],[wugs],investigates,investigate,The clumsy [wug] opposite the ponds alongside the bridges near the gates,The clumsy [wugs] opposite the pond alongside the bridge near the gate,The clumsy [wug] opposite the ponds alongside the bridges near the gates investigates,The clumsy [wug] opposite the ponds alongside the bridges near the gates investigate,The clumsy [wugs] opposite the pond alongside the bridge near the gate investigate,The clumsy [wugs] opposite the pond alongside the bridge near the gate investigates,16,16,7b150061-b203-49ac-a472-16366ea9139f,24cd6bc5-c360-45c9-aaf5-120f311ce6af,6704f8e1-bcd3-43b5-940e-fdc97f710cbb
2389,test,verb,3,target_verb_att3_opp,[wug],[wugs],circles,circle,The spotted [wug] atop the sacks opposite the bins alongside the beams,The spotted [wugs] atop the sack opposite the bin alongside the beam,The spotted [wug] atop the sacks opposite the bins alongside the beams circles,The spotted [wug] atop the sacks opposite the bins alongside the beams circle,The spotted [wugs] atop the sack opposite the bin alongside the beam circle,The spotted [wugs] atop the sack opposite the bin alongside the beam circles,16,16,f1ce8038-ef3b-4af0-b3dd-89153bef2478,8c5033a0-be01-4220-b7ed-ab8d734b83ea,cfa7f12b-66e2-4355-bb59-fac002471de1
2390,test,verb,3,target_verb_att3_opp,[wug],[wugs],returns,return,The fierce [wug] atop the braces opposite the panels alongside the boards,The fierce [wugs] atop the brace opposite the panel alongside the board,The fierce [wug] atop the braces opposite the panels alongside the boards returns,The fierce [wug] atop the braces opposite the panels alongside the boards return,The fierce [wugs] atop the brace opposite the panel alongside the board return,The fierce [wugs] atop the brace opposite the panel alongside the board returns,16,16,9933da5b-cba1-40e9-8013-ab84f05119fc,176a69db-e888-4ddc-9780-43e207a2e79b,65ed15ed-5a82-47eb-b7c6-48c426aeea08
2391,test,verb,3,target_verb_att3_opp,[wug],[wugs],carries,carry,The lively [wug] between the beams atop the braces opposite the panels,The lively [wugs] between the beam atop the brace opposite the panel,The lively [wug] between the beams atop the braces opposite the panels carries,The lively [wug] between the beams atop the braces opposite the panels carry,The lively [wugs] between the beam atop the brace opposite the panel carry,The lively [wugs] between the beam atop the brace opposite the panel carries,16,16,fa3b2b41-4ba4-4c0d-9132-207012146491,a26e89ef-3edd-404b-8cbe-7fa55c9eecab,25b6293e-a7c4-46cc-8f8a-08c4b07a7bb1
2392,test,verb,3,target_verb_att3_opp,[wug],[wugs],is,are,The clever [wug] under the bins by the beams above the braces,The clever [wugs] under the bin by the beam above the brace,The clever [wug] under the bins by the beams above the braces is,The clever [wug] under the bins by the beams above the braces are,The clever [wugs] under the bin by the beam above the brace are,The clever [wugs] under the bin by the beam above the brace is,16,16,de584890-65b0-4691-9686-051583e5f9f3,2d1350b0-452e-44f2-87a7-8fa7af62c64c,a96c4d03-8165-46b4-8ba2-5e941bc6160d
2393,test,verb,3,target_verb_att3_opp,[wug],[wugs],stares,stare,The strange [wug] opposite the roots alongside the cliffs near the slopes,The strange [wugs] opposite the root alongside the cliff near the slope,The strange [wug] opposite the roots alongside the cliffs near the slopes stares,The strange [wug] opposite the roots alongside the cliffs near the slopes stare,The strange [wugs] opposite the root alongside the cliff near the slope stare,The strange [wugs] opposite the root alongside the cliff near the slope stares,16,16,c9217107-cff7-44b7-b3a4-bec861e44214,190efdf6-6e59-4919-b61e-f4bb90ef4efc,7fe3faf5-59c5-48ba-9c6f-f19de434a94f
2394,test,verb,3,target_verb_att3_opp,[wug],[wugs],is,are,The clever [wug] above the shelves below the racks between the hooks,The clever [wugs] above the shelf below the rack between the hook,The clever [wug] above the shelves below the racks between the hooks is,The clever [wug] above the shelves below the racks between the hooks are,The clever [wugs] above the shelf below the rack between the hook are,The clever [wugs] above the shelf below the rack between the hook is,16,16,c3d05fed-323b-4bee-a31d-fa16bfe7fcc9,d17d013b-9113-4dac-81f1-30cd5aca6fdc,e010987d-bc92-4bb4-9d25-f228a32e805c
2395,test,verb,3,target_verb_att3_opp,[wug],[wugs],gathers,gather,The curious [wug] opposite the trees alongside the ponds near the bridges,The curious [wugs] opposite the tree alongside the pond near the bridge,The curious [wug] opposite the trees alongside the ponds near the bridges gathers,The curious [wug] opposite the trees alongside the ponds near the bridges gather,The curious [wugs] opposite the tree alongside the pond near the bridge gather,The curious [wugs] opposite the tree alongside the pond near the bridge gathers,16,16,36d7b913-e932-4c49-870b-96cf200d421c,e1a51733-f39a-4dfd-888e-08f8257379ea,a6228d1e-451c-4fd8-a5e8-501c4f2424b6
2396,test,verb,3,target_verb_att3_opp,[wug],[wugs],ignores,ignore,The shy [wug] opposite the poles alongside the buckets near the sacks,The shy [wugs] opposite the pole alongside the bucket near the sack,The shy [wug] opposite the poles alongside the buckets near the sacks ignores,The shy [wug] opposite the poles alongside the buckets near the sacks ignore,The shy [wugs] opposite the pole alongside the bucket near the sack ignore,The shy [wugs] opposite the pole alongside the bucket near the sack ignores,16,16,5050d453-429f-436d-90ff-24120c1466c5,83fd4063-a561-49a7-a82b-05289086be89,20f2b8f3-0e47-42da-b77e-a8502ffc63a9
2397,test,verb,3,target_verb_att3_opp,[wug],[wugs],scratches,scratch,The round [wug] between the pens atop the bulbs opposite the roots,The round [wugs] between the pen atop the bulb opposite the root,The round [wug] between the pens atop the bulbs opposite the roots scratches,The round [wug] between the pens atop the bulbs opposite the roots scratch,The round [wugs] between the pen atop the bulb opposite the root scratch,The round [wugs] between the pen atop the bulb opposite the root scratches,16,16,c19cc323-872c-470f-9586-040badd06314,77d13bb9-7b89-4ca6-8d84-0b22734804d4,1148e911-431a-44d9-9d26-52fd2e71dad1
2398,test,verb,3,target_verb_att3_opp,[wug],[wugs],is,are,The shy [wug] opposite the hinges alongside the nails near the switches,The shy [wugs] opposite the hinge alongside the nail near the switch,The shy [wug] opposite the hinges alongside the nails near the switches is,The shy [wug] opposite the hinges alongside the nails near the switches are,The shy [wugs] opposite the hinge alongside the nail near the switch are,The shy [wugs] opposite the hinge alongside the nail near the switch is,16,16,964cec6e-010b-489e-8b56-b81bf7f0290d,a1105268-4639-4d80-bc58-2dfd87e72a1f,0e267f09-12ac-4291-95e7-bcf66bd2ee75
2399,test,verb,3,target_verb_att3_opp,[wug],[wugs],is,are,The clever [wug] near the switches beside the sockets under the wires,The clever [wugs] near the switch beside the socket under the wire,The clever [wug] near the switches beside the sockets under the wires is,The clever [wug] near the switches beside the sockets under the wires are,The clever [wugs] near the switch beside the socket under the wire are,The clever [wugs] near the switch beside the socket under the wire is,16,16,39d32ba3-384f-4d7c-99d7-c86c4273634b,7f285095-3e8b-4f44-b058-246dcdf5349f,34b6e47f-0f1c-4888-8e81-e20b379170c6
2400,test,verb,3,target_verb_att3_opp,[wug],[wugs],is,are,The lively [wug] above the fences below the lamps between the sheds,The lively [wugs] above the fence below the lamp between the shed,The lively [wug] above the fences below the lamps between the sheds is,The lively [wug] above the fences below the lamps between the sheds are,The lively [wugs] above the fence below the lamp between the shed are,The lively [wugs] above the fence below the lamp between the shed is,16,16,8339a817-b4c6-468f-ab0d-9f6b53e80222,8caba08d-7b37-4fd8-bd1f-5e620db0e30e,78390e91-e54e-4a4a-84b4-bca6c7777910
2401,test,verb,3,target_verb_att3_opp,[wug],[wugs],is,are,The spotted [wug] opposite the banks alongside the locks near the jars,The spotted [wugs] opposite the bank alongside the lock near the jar,The spotted [wug] opposite the banks alongside the locks near the jars is,The spotted [wug] opposite the banks alongside the locks near the jars are,The spotted [wugs] opposite the bank alongside the lock near the jar are,The spotted [wugs] opposite the bank alongside the lock near the jar is,16,16,493ed0e2-58c4-4de9-9a2c-b99eb262ce2b,a6eb36e8-d3d4-4f32-8944-3c497b0e8366,8ebe0ee1-9729-4ffd-be78-69f550aecdd3
2402,test,verb,3,target_verb_att3_opp,[wug],[wugs],enters,enter,The clumsy [wug] opposite the roots alongside the cliffs near the slopes,The clumsy [wugs] opposite the root alongside the cliff near the slope,The clumsy [wug] opposite the roots alongside the cliffs near the slopes enters,The clumsy [wug] opposite the roots alongside the cliffs near the slopes enter,The clumsy [wugs] opposite the root alongside the cliff near the slope enter,The clumsy [wugs] opposite the root alongside the cliff near the slope enters,16,16,819f2fd0-28c7-49ef-8698-795e8694ac88,f8db85a5-209b-4c22-a3b4-3f98570d9c27,c05070d1-ba9d-4f54-92b9-f665917121da
2403,test,verb,3,target_verb_att3_opp,[wug],[wugs],jumps,jump,The clever [wug] alongside the bridges near the gates beside the fences,The clever [wugs] alongside the bridge near the gate beside the fence,The clever [wug] alongside the bridges near the gates beside the fences jumps,The clever [wug] alongside the bridges near the gates beside the fences jump,The clever [wugs] alongside the bridge near the gate beside the fence jump,The clever [wugs] alongside the bridge near the gate beside the fence jumps,16,16,6faa0f55-b230-4f2b-858f-3f9170ab8fdc,6ee467fe-bb8b-45db-bdba-2741c33d6e5d,5a090b6c-c88a-47bf-9e02-7006dc5a7aa8
2404,test,verb,3,target_verb_att3_opp,[wug],[wugs],is,are,The tiny [wug] opposite the straps alongside the heaps near the pens,The tiny [wugs] opposite the strap alongside the heap near the pen,The tiny [wug] opposite the straps alongside the heaps near the pens is,The tiny [wug] opposite the straps alongside the heaps near the pens are,The tiny [wugs] opposite the strap alongside the heap near the pen are,The tiny [wugs] opposite the strap alongside the heap near the pen is,16,16,86227411-5d45-4584-92e5-0564331b10f4,7c1e3dd8-cb20-481b-bd69-dd6aeb29f62a,8a57be16-54ec-422a-b0b1-60bf369683d9
2405,test,verb,3,target_verb_att3_opp,[wug],[wugs],roots,root,The fierce [wug] above the pillars below the wells between the cabinets,The fierce [wugs] above the pillar below the well between the cabinet,The fierce [wug] above the pillars below the wells between the cabinets roots,The fierce [wug] above the pillars below the wells between the cabinets root,The fierce [wugs] above the pillar below the well between the cabinet root,The fierce [wugs] above the pillar below the well between the cabinet roots,16,16,1f35e4ee-7512-4595-9025-2b047f2ae599,d628c8af-9f72-46d2-8a6d-d2cdcdb020e6,a2f3ae07-af24-4e47-ae4f-b12ed19f421f
2406,test,verb,3,target_verb_att3_opp,[wug],[wugs],communicates,communicate,The tiny [wug] between the doors atop the baskets opposite the pillars,The tiny [wugs] between the door atop the basket opposite the pillar,The tiny [wug] between the doors atop the baskets opposite the pillars communicates,The tiny [wug] between the doors atop the baskets opposite the pillars communicate,The tiny [wugs] between the door atop the basket opposite the pillar communicate,The tiny [wugs] between the door atop the basket opposite the pillar communicates,16,16,c701fb1d-9fdb-484e-9ae4-d39fa0db974f,3199dd68-fa4e-49f7-b06a-0a582d47a1df,9c5188e5-d0c2-43d8-b3df-3ca299a95835
2407,test,verb,3,target_verb_att3_opp,[wug],[wugs],poses,pose,The gentle [wug] under the doors by the baskets above the pillars,The gentle [wugs] under the door by the basket above the pillar,The gentle [wug] under the doors by the baskets above the pillars poses,The gentle [wug] under the doors by the baskets above the pillars pose,The gentle [wugs] under the door by the basket above the pillar pose,The gentle [wugs] under the door by the basket above the pillar poses,16,16,412c10ae-a149-4248-9250-d46824c3eeda,a0f113df-545e-4dcc-af60-1044371ce834,6ae1f361-7f63-447d-a9ca-fdc56bad3698
2408,test,verb,3,target_verb_att3_opp,[wug],[wugs],raises,raise,The gentle [wug] opposite the fences alongside the lamps near the sheds,The gentle [wugs] opposite the fence alongside the lamp near the shed,The gentle [wug] opposite the fences alongside the lamps near the sheds raises,The gentle [wug] opposite the fences alongside the lamps near the sheds raise,The gentle [wugs] opposite the fence alongside the lamp near the shed raise,The gentle [wugs] opposite the fence alongside the lamp near the shed raises,16,16,eb639f75-fd85-47db-9ac4-8a2d0a16a42c,dacebc31-2ebc-473e-804c-4c736fcb6c86,eb14380f-2497-48b8-a370-e9aae5ddd2ef
2409,test,verb,3,target_verb_att3_opp,[wug],[wugs],is,are,The bold [wug] above the banks below the locks between the jars,The bold [wugs] above the bank below the lock between the jar,The bold [wug] above the banks below the locks between the jars is,The bold [wug] above the banks below the locks between the jars are,The bold [wugs] above the bank below the lock between the jar are,The bold [wugs] above the bank below the lock between the jar is,16,16,54f5de7b-0bae-4001-a2f9-73a68fcab60d,e041e48e-9443-4583-8d31-12e49c82f94c,fc7ee08b-adcb-468f-b779-8e5b2da899fa
2410,test,verb,3,target_verb_att3_opp,[wug],[wugs],sails,sail,The restless [wug] alongside the mirrors near the bushes beside the tents,The restless [wugs] alongside the mirror near the bush beside the tent,The restless [wug] alongside the mirrors near the bushes beside the tents sails,The restless [wug] alongside the mirrors near the bushes beside the tents sail,The restless [wugs] alongside the mirror near the bush beside the tent sail,The restless [wugs] alongside the mirror near the bush beside the tent sails,16,16,a88fa909-bd5a-4881-8778-4b4ad2d833a7,e1244da5-99d1-4755-a805-d29f8de25a39,2a1e372f-9372-4211-9f04-bdedd096f249
2411,test,verb,3,target_verb_att3_opp,[wug],[wugs],builds,build,The lively [wug] atop the hinges opposite the nails alongside the switches,The lively [wugs] atop the hinge opposite the nail alongside the switch,The lively [wug] atop the hinges opposite the nails alongside the switches builds,The lively [wug] atop the hinges opposite the nails alongside the switches build,The lively [wugs] atop the hinge opposite the nail alongside the switch build,The lively [wugs] atop the hinge opposite the nail alongside the switch builds,16,16,e6155885-e822-40b8-ac5c-9b034f44aa81,64bf623f-4c19-4794-b58b-3201e3b13d28,721f407d-4d23-4e9d-86fb-b0d9ac157e0c
2412,test,verb,3,target_verb_att3_opp,[wug],[wugs],returns,return,The lively [wug] under the ropes by the cords above the straps,The lively [wugs] under the rope by the cord above the strap,The lively [wug] under the ropes by the cords above the straps returns,The lively [wug] under the ropes by the cords above the straps return,The lively [wugs] under the rope by the cord above the strap return,The lively [wugs] under the rope by the cord above the strap returns,16,16,c9586d21-f524-4f95-be22-3a9e6f098a39,c4636344-5943-4641-8f5d-2dc335311f8b,966ea6d7-316a-446e-a221-2e8a5e1d9321
2413,test,verb,3,target_verb_att3_opp,[wug],[wugs],is,are,The curious [wug] below the lamps between the sheds atop the posts,The curious [wugs] below the lamp between the shed atop the post,The curious [wug] below the lamps between the sheds atop the posts is,The curious [wug] below the lamps between the sheds atop the posts are,The curious [wugs] below the lamp between the shed atop the post are,The curious [wugs] below the lamp between the shed atop the post is,16,16,0b325ec3-5370-49f2-9ebf-ff3b7b00d121,f8e0e6c6-aa85-4b78-84ae-af9f427127e5,b2b5f708-76e2-4046-9f77-1d6997acd4b8
2414,test,verb,3,target_verb_att3_opp,[wug],[wugs],defends,defend,The sturdy [wug] beside the sofas under the mirrors by the bushes,The sturdy [wugs] beside the sofa under the mirror by the bush,The sturdy [wug] beside the sofas under the mirrors by the bushes defends,The sturdy [wug] beside the sofas under the mirrors by the bushes defend,The sturdy [wugs] beside the sofa under the mirror by the bush defend,The sturdy [wugs] beside the sofa under the mirror by the bush defends,16,16,90ddbba2-be57-4f0a-81af-88ab8e825d08,79f0f35d-59d5-44e5-8c15-757007c4f1e2,116bb2a1-6d8f-45be-ac77-4466014f9b73
2415,test,verb,3,target_verb_att3_opp,[wug],[wugs],scratches,scratch,The tiny [wug] alongside the baskets near the pillars beside the wells,The tiny [wugs] alongside the basket near the pillar beside the well,The tiny [wug] alongside the baskets near the pillars beside the wells scratches,The tiny [wug] alongside the baskets near the pillars beside the wells scratch,The tiny [wugs] alongside the basket near the pillar beside the well scratch,The tiny [wugs] alongside the basket near the pillar beside the well scratches,16,16,66043666-6b82-4e57-adef-be44fd86a8b8,773212c4-b377-4463-bba9-2597aab31f32,cfeebca7-09bd-44fe-80b3-480f3eed4ccd
2416,test,verb,3,target_verb_att3_opp,[wug],[wugs],is,are,The lively [wug] below the fences between the lamps atop the sheds,The lively [wugs] below the fence between the lamp atop the shed,The lively [wug] below the fences between the lamps atop the sheds is,The lively [wug] below the fences between the lamps atop the sheds are,The lively [wugs] below the fence between the lamp atop the shed are,The lively [wugs] below the fence between the lamp atop the shed is,16,16,a187d5ef-4221-4a18-8fa6-1739586a5e86,694a2a27-23bb-4a94-a3ec-b1f392e54a47,587034d9-aa68-4219-a314-e6a5b049c2b8
2417,test,verb,3,target_verb_att3_opp,[wug],[wugs],appears,appear,The tiny [wug] below the bins between the beams atop the braces,The tiny [wugs] below the bin between the beam atop the brace,The tiny [wug] below the bins between the beams atop the braces appears,The tiny [wug] below the bins between the beams atop the braces appear,The tiny [wugs] below the bin between the beam atop the brace appear,The tiny [wugs] below the bin between the beam atop the brace appears,16,16,ae1ba37d-6a67-4a5d-bd10-298b40525fdc,2283fd8d-9072-4586-b952-8d05d78c2edc,b1ffdd76-103f-4b81-988a-fa672f5e25d3
2418,test,verb,3,target_verb_att3_opp,[wug],[wugs],was,were,The fierce [wug] under the nails by the switches above the sockets,The fierce [wugs] under the nail by the switch above the socket,The fierce [wug] under the nails by the switches above the sockets was,The fierce [wug] under the nails by the switches above the sockets were,The fierce [wugs] under the nail by the switch above the socket were,The fierce [wugs] under the nail by the switch above the socket was,16,16,021941fb-d56b-48cf-87a2-b436c5ca3a9b,0cb23e1b-2dc7-4e2d-9eeb-fa347636a0f8,fe0ce2f9-e166-4d59-9499-04d485f3e469
2419,test,verb,3,target_verb_att3_opp,[wug],[wugs],hops,hop,The restless [wug] atop the straps opposite the heaps alongside the pens,The restless [wugs] atop the strap opposite the heap alongside the pen,The restless [wug] atop the straps opposite the heaps alongside the pens hops,The restless [wug] atop the straps opposite the heaps alongside the pens hop,The restless [wugs] atop the strap opposite the heap alongside the pen hop,The restless [wugs] atop the strap opposite the heap alongside the pen hops,16,16,f2bb6ff6-b991-4663-a032-e7f887beccf9,2d2cefdf-1468-4c55-b56b-d10b528c94e9,096a7829-4636-4185-8f09-e47173897120
2420,test,verb,3,target_verb_att3_opp,[wug],[wugs],is,are,The fierce [wug] beside the nails under the switches by the sockets,The fierce [wugs] beside the nail under the switch by the socket,The fierce [wug] beside the nails under the switches by the sockets is,The fierce [wug] beside the nails under the switches by the sockets are,The fierce [wugs] beside the nail under the switch by the socket are,The fierce [wugs] beside the nail under the switch by the socket is,16,16,bc2817b8-85fe-48da-9b3f-f003dc7ed494,91c81d45-4671-445e-8a27-fa7aff023710,b9c1c8ac-8660-4f42-99c3-e0f1d3ed9160
2421,test,verb,3,target_verb_att3_opp,[wug],[wugs],is,are,The spotted [wug] between the cords atop the straps opposite the heaps,The spotted [wugs] between the cord atop the strap opposite the heap,The spotted [wug] between the cords atop the straps opposite the heaps is,The spotted [wug] between the cords atop the straps opposite the heaps are,The spotted [wugs] between the cord atop the strap opposite the heap are,The spotted [wugs] between the cord atop the strap opposite the heap is,16,16,f0e2a83f-f327-4718-8e9c-adb60356263a,9e4736c2-21b2-4de6-99a1-980ff7aef9db,a0b8387f-2ff0-4ccf-9469-6ea9af630686
2422,test,verb,3,target_verb_att3_opp,[wug],[wugs],sits,sit,The round [wug] opposite the poles alongside the buckets near the sacks,The round [wugs] opposite the pole alongside the bucket near the sack,The round [wug] opposite the poles alongside the buckets near the sacks sits,The round [wug] opposite the poles alongside the buckets near the sacks sit,The round [wugs] opposite the pole alongside the bucket near the sack sit,The round [wugs] opposite the pole alongside the bucket near the sack sits,16,16,428d4e9a-081c-4218-ad34-86d1175b31bd,190676b0-6d38-42df-8398-e1fc81276df4,02864b6a-7f70-4111-ba2c-ebf4019f6933
2423,test,verb,3,target_verb_att3_opp,[wug],[wugs],is,are,The lively [wug] beside the hinges under the nails by the switches,The lively [wugs] beside the hinge under the nail by the switch,The lively [wug] beside the hinges under the nails by the switches is,The lively [wug] beside the hinges under the nails by the switches are,The lively [wugs] beside the hinge under the nail by the switch are,The lively [wugs] beside the hinge under the nail by the switch is,16,16,8871c7d6-f479-443e-9b82-3311437c1291,edeb350d-d03a-4b6e-b79c-7b4d16dd148c,54cbbe56-f338-438c-bb53-0ab66f9a2ad2
2424,test,verb,3,target_verb_att3_opp,[wug],[wugs],is,are,The clumsy [wug] near the baskets beside the pillars under the wells,The clumsy [wugs] near the basket beside the pillar under the well,The clumsy [wug] near the baskets beside the pillars under the wells is,The clumsy [wug] near the baskets beside the pillars under the wells are,The clumsy [wugs] near the basket beside the pillar under the well are,The clumsy [wugs] near the basket beside the pillar under the well is,16,16,61a727d4-f71d-4961-9352-06d12e278b64,37e77283-7875-4966-b44f-14dc3044f271,abb260cc-1760-48e1-9cc4-47d970b87730
2425,test,verb,3,target_verb_att3_opp,[wug],[wugs],balances,balance,The round [wug] above the banks below the locks between the jars,The round [wugs] above the bank below the lock between the jar,The round [wug] above the banks below the locks between the jars balances,The round [wug] above the banks below the locks between the jars balance,The round [wugs] above the bank below the lock between the jar balance,The round [wugs] above the bank below the lock between the jar balances,16,16,cf6a611a-e3d5-4945-930c-432e974e1974,ed56c8b4-76cc-4b36-8cdb-b72778c70a6c,26be9378-43f6-4fb9-a7b7-b33522526558
2426,test,verb,3,target_verb_att3_opp,[wug],[wugs],shares,share,The clever [wug] near the cabinets beside the desks under the sofas,The clever [wugs] near the cabinet beside the desk under the sofa,The clever [wug] near the cabinets beside the desks under the sofas shares,The clever [wug] near the cabinets beside the desks under the sofas share,The clever [wugs] near the cabinet beside the desk under the sofa share,The clever [wugs] near the cabinet beside the desk under the sofa shares,16,16,b9c2d7f6-bcac-440f-97d5-e62d98eeb0c3,fd68e125-f208-45ee-a697-65e0a55dcdb2,acb5ba04-b95c-48df-9d4b-8f36dbe51496
2427,test,verb,3,target_verb_att3_opp,[wug],[wugs],is,are,The lively [wug] by the lamps above the sheds below the posts,The lively [wugs] by the lamp above the shed below the post,The lively [wug] by the lamps above the sheds below the posts is,The lively [wug] by the lamps above the sheds below the posts are,The lively [wugs] by the lamp above the shed below the post are,The lively [wugs] by the lamp above the shed below the post is,16,16,10fe0fed-5ad7-4a73-819b-df0571123f54,5ae2dd1f-8aee-4747-80e9-f929313ac573,fca44e79-11be-4d14-9b85-909edf85df14
2428,test,verb,3,target_verb_att3_opp,[wug],[wugs],emerges,emerge,The wary [wug] atop the sacks opposite the bins alongside the beams,The wary [wugs] atop the sack opposite the bin alongside the beam,The wary [wug] atop the sacks opposite the bins alongside the beams emerges,The wary [wug] atop the sacks opposite the bins alongside the beams emerge,The wary [wugs] atop the sack opposite the bin alongside the beam emerge,The wary [wugs] atop the sack opposite the bin alongside the beam emerges,16,16,309bc1e1-650f-4f72-8acc-75051b510aad,abfa5316-165d-4053-8485-0f8b90e56a3d,8335c738-e8ea-41f3-bb82-e29759e66dec
2429,test,verb,3,target_verb_att3_opp,[wug],[wugs],is,are,The clumsy [wug] by the boards above the shelves below the racks,The clumsy [wugs] by the board above the shelf below the rack,The clumsy [wug] by the boards above the shelves below the racks is,The clumsy [wug] by the boards above the shelves below the racks are,The clumsy [wugs] by the board above the shelf below the rack are,The clumsy [wugs] by the board above the shelf below the rack is,16,16,bfbc067a-e9f2-48e8-a7a3-8ee677423535,0b5b478c-7487-4e06-bf1e-080906df0722,93d44452-eca9-4d6d-b6b0-678f166d7b3a
2430,test,verb,3,target_verb_att3_opp,[wug],[wugs],sings,sing,The wary [wug] by the braces above the panels below the boards,The wary [wugs] by the brace above the panel below the board,The wary [wug] by the braces above the panels below the boards sings,The wary [wug] by the braces above the panels below the boards sing,The wary [wugs] by the brace above the panel below the board sing,The wary [wugs] by the brace above the panel below the board sings,16,16,cf687e09-5110-433d-94fe-f3487c154401,1dc1b7e7-371a-4a1a-baa3-5c42e9fcd96c,2f7982c6-2382-4a68-9556-1d741662c487
2431,test,verb,3,target_verb_att3_opp,[wug],[wugs],slips,slip,The sturdy [wug] alongside the buckets near the sacks beside the bins,The sturdy [wugs] alongside the bucket near the sack beside the bin,The sturdy [wug] alongside the buckets near the sacks beside the bins slips,The sturdy [wug] alongside the buckets near the sacks beside the bins slip,The sturdy [wugs] alongside the bucket near the sack beside the bin slip,The sturdy [wugs] alongside the bucket near the sack beside the bin slips,16,16,9c04e6b9-5d7e-4911-9909-1a936a063d58,6dd00428-b6a0-45bc-bcec-0774e941512a,b91c4724-9151-4879-8dff-7b142a536898
2432,test,verb,3,target_verb_att3_opp,[wug],[wugs],sings,sing,The wary [wug] opposite the trees alongside the ponds near the bridges,The wary [wugs] opposite the tree alongside the pond near the bridge,The wary [wug] opposite the trees alongside the ponds near the bridges sings,The wary [wug] opposite the trees alongside the ponds near the bridges sing,The wary [wugs] opposite the tree alongside the pond near the bridge sing,The wary [wugs] opposite the tree alongside the pond near the bridge sings,16,16,a40a4281-06b1-4801-b36e-e8b0fedb0c8e,b96237d0-3fa6-41c0-a1a9-ed379ce9d984,c5d73d52-c590-48bb-93b3-b14a9d47a98d
2433,test,verb,3,target_verb_att3_opp,[wug],[wugs],surrounds,surround,The tiny [wug] by the knobs above the hinges below the nails,The tiny [wugs] by the knob above the hinge below the nail,The tiny [wug] by the knobs above the hinges below the nails surrounds,The tiny [wug] by the knobs above the hinges below the nails surround,The tiny [wugs] by the knob above the hinge below the nail surround,The tiny [wugs] by the knob above the hinge below the nail surrounds,16,16,f90d6eee-b807-4fbe-8297-25bd39616476,6f1da1f0-8878-4102-bfad-abaff59ba9c9,63fb6e82-bc95-432a-b3c6-71e8d4087e1e
